model,system,round,codebleu,rougeLsum,score_document,score_reference,score_reference_document
claude-3-7-sonnet-20250219,scm,round_3,0.6691,0.754,12,12,29
claude-3-7-sonnet-20250219,scm_hill,round_1,0.3147,0.5172,65,0,27
claude-3-7-sonnet-20250219,scm_hill,round_2,0.7019,0.8199,12,30,32
claude-3-7-sonnet-20250219,scm_hill,round_3,0.8389,0.9506,80,59,57
claude-3-7-sonnet-20250219,sedan,round_1,0.3428,0.5728,44,27,27
claude-3-7-sonnet-20250219,sedan,round_2,0.5674,0.7121,37,14,52
claude-3-7-sonnet-20250219,sedan,round_3,0.6022,0.7952,12,12,35
claude-3-7-sonnet-20250219,sensros,round_1,0.3353,0.4425,39,0,0
claude-3-7-sonnet-20250219,sensros,round_2,0.862,0.9688,80,7,39
claude-3-7-sonnet-20250219,sensros,round_3,0.9808,0.99,32,77,74
claude-3-7-sonnet-20250219,slider_crank,round_1,0.3721,0.4627,54,34,69
claude-3-7-sonnet-20250219,slider_crank,round_2,0.6304,0.7555,59,49,67
claude-3-7-sonnet-20250219,slider_crank,round_3,0.7803,0.891,77,54,54
claude-3-7-sonnet-20250219,tablecloth,round_1,0.3081,0.4291,69,25,27
claude-3-7-sonnet-20250219,tablecloth,round_2,0.6596,0.9411,39,56,56
claude-3-7-sonnet-20250219,tablecloth,round_3,0.9488,0.996,12,64,62
claude-3-7-sonnet-20250219,turtlebot,round_1,0.3319,0.331,79,12,42
claude-3-7-sonnet-20250219,turtlebot,round_2,0.7179,0.9073,87,49,41
claude-3-7-sonnet-20250219,turtlebot,round_3,0.4707,0.789,87,20,9
claude-3-7-sonnet-20250219,uazbus,round_1,0.3216,0.5674,79,39,12
claude-3-7-sonnet-20250219,uazbus,round_2,0.7812,0.8348,37,67,75
claude-3-7-sonnet-20250219,uazbus,round_3,0.8904,0.9535,14,34,39
claude-3-7-sonnet-20250219,veh_app,round_1,0.3475,0.5522,69,27,27
claude-3-7-sonnet-20250219,veh_app,round_2,0.8349,0.9324,88,15,77
claude-3-7-sonnet-20250219,veh_app,round_3,0.8738,0.9304,25,37,64
claude-3-7-sonnet-20250219,vehros,round_1,0.3841,0.3972,59,12,12
claude-3-7-sonnet-20250219,vehros,round_2,0.6236,0.8766,87,20,54
claude-3-7-sonnet-20250219,vehros,round_3,0.7005,0.8942,67,17,54
claude-3-7-sonnet-20250219,viper,round_1,0.349,0.5023,78,22,29
claude-3-7-sonnet-20250219,viper,round_2,0.9445,1.0,79,74,77
claude-3-7-sonnet-20250219,viper,round_3,0.7124,0.9247,59,39,29
claude-4-sonnet-20250514,art,round_1,0.433,0.715,17,20,27
claude-4-sonnet-20250514,art,round_2,1.0,1.0,12,77,85
claude-4-sonnet-20250514,art,round_3,0.9671,1.0,42,80,50
claude-4-sonnet-20250514,beam,round_1,0.3566,0.3849,34,0,24
claude-4-sonnet-20250514,beam,round_2,0.8019,0.9316,72,60,72
claude-4-sonnet-20250514,beam,round_3,0.9363,0.9831,63,67,62
claude-4-sonnet-20250514,buckling,round_1,0.3147,0.3425,60,57,42
claude-4-sonnet-20250514,buckling,round_2,0.9798,0.9985,43,67,69
claude-4-sonnet-20250514,buckling,round_3,0.7348,0.9123,83,5,42
claude-4-sonnet-20250514,cable,round_1,0.3807,0.3499,81,12,32
claude-4-sonnet-20250514,cable,round_2,0.9404,0.9861,78,67,75
claude-4-sonnet-20250514,cable,round_3,0.5101,0.6687,57,32,37
claude-4-sonnet-20250514,camera,round_1,0.3045,0.459,87,37,50
claude-4-sonnet-20250514,camera,round_2,0.8369,0.992,54,57,77
claude-4-sonnet-20250514,camera,round_3,0.8595,0.954,52,45,32
claude-4-sonnet-20250514,citybus,round_1,0.4574,0.71,77,27,39
claude-4-sonnet-20250514,citybus,round_2,0.9078,0.9704,49,77,68
claude-4-sonnet-20250514,citybus,round_3,0.9746,1.0,39,83,85
claude-4-sonnet-20250514,curiosity,round_1,0.3817,0.3876,100,12,22
claude-4-sonnet-20250514,curiosity,round_2,0.7899,0.8727,56,54,39
claude-4-sonnet-20250514,curiosity,round_3,0.7562,0.8861,84,37,64
claude-4-sonnet-20250514,feda,round_1,0.4249,0.6854,67,25,32
claude-4-sonnet-20250514,feda,round_2,0.8822,0.9692,20,55,75
claude-4-sonnet-20250514,feda,round_3,0.7616,0.8269,25,40,37
claude-4-sonnet-20250514,gator,round_1,0.4859,0.75,19,44,27
claude-4-sonnet-20250514,gator,round_2,0.6978,0.7637,22,0,42
claude-4-sonnet-20250514,gator,round_3,0.9488,0.9947,62,70,67
claude-4-sonnet-20250514,gear,round_1,0.3437,0.3413,50,54,37
claude-4-sonnet-20250514,gear,round_2,0.9001,0.974,54,79,85
claude-4-sonnet-20250514,gear,round_3,0.7674,0.9174,52,42,64
claude-4-sonnet-20250514,gps_imu,round_1,0.4739,0.647,32,27,37
claude-4-sonnet-20250514,gps_imu,round_2,0.865,0.9257,52,42,57
claude-4-sonnet-20250514,gps_imu,round_3,0.7627,0.9426,74,29,54
claude-4-sonnet-20250514,handler,round_1,0.3408,0.4425,65,12,32
claude-4-sonnet-20250514,handler,round_2,0.9443,0.969,72,73,65
claude-4-sonnet-20250514,handler,round_3,0.6538,0.8803,72,35,30
claude-4-sonnet-20250514,hmmwv,round_1,0.4493,0.6761,87,20,39
claude-4-sonnet-20250514,hmmwv,round_2,0.5536,0.6385,27,35,30
claude-4-sonnet-20250514,hmmwv,round_3,0.6353,0.9081,16,42,62
claude-4-sonnet-20250514,kraz,round_1,0.3634,0.6694,87,24,37
claude-4-sonnet-20250514,kraz,round_2,0.7913,0.8595,44,67,70
claude-4-sonnet-20250514,kraz,round_3,0.5388,0.7768,12,0,30
claude-4-sonnet-20250514,lidar,round_1,0.361,0.4727,82,27,32
claude-4-sonnet-20250514,lidar,round_2,0.7849,0.8468,30,12,32
claude-4-sonnet-20250514,lidar,round_3,0.6711,0.8147,12,0,32
claude-4-sonnet-20250514,m113,round_1,0.4211,0.7108,74,7,29
claude-4-sonnet-20250514,m113,round_2,0.799,0.9538,49,54,49
claude-4-sonnet-20250514,m113,round_3,0.8731,0.9618,67,82,55
claude-4-sonnet-20250514,man,round_1,0.4002,0.5177,32,25,37
claude-4-sonnet-20250514,man,round_2,0.9381,0.9796,34,87,89
claude-4-sonnet-20250514,man,round_3,0.6812,0.8396,19,22,52
claude-4-sonnet-20250514,mass_spring_damper,round_1,0.3731,0.4164,62,32,39
claude-4-sonnet-20250514,mass_spring_damper,round_2,0.7623,0.9352,58,70,70
claude-4-sonnet-20250514,mass_spring_damper,round_3,0.8345,0.9518,37,34,52
claude-4-sonnet-20250514,particles,round_1,0.347,0.2734,34,27,12
claude-4-sonnet-20250514,particles,round_2,0.8653,0.9722,72,72,73
claude-4-sonnet-20250514,particles,round_3,0.8509,0.9432,62,50,68
claude-4-sonnet-20250514,pendulum,round_1,0.3781,0.434,54,32,32
claude-4-sonnet-20250514,pendulum,round_2,0.653,0.8848,67,40,55
claude-4-sonnet-20250514,pendulum,round_3,0.674,0.9159,75,32,54
claude-4-sonnet-20250514,rigid_highway,round_1,0.357,0.6581,87,2,57
claude-4-sonnet-20250514,rigid_highway,round_2,0.8655,0.9026,12,52,80
claude-4-sonnet-20250514,rigid_highway,round_3,0.8834,0.9736,12,77,82
claude-4-sonnet-20250514,rigid_multipatches,round_1,0.4136,0.5118,72,7,30
claude-4-sonnet-20250514,rigid_multipatches,round_2,0.7412,0.9205,90,29,41
claude-4-sonnet-20250514,rigid_multipatches,round_3,0.7869,0.9967,87,80,69
claude-4-sonnet-20250514,rotor,round_1,0.3287,0.3732,77,20,47
claude-4-sonnet-20250514,rotor,round_2,0.966,0.992,87,86,95
claude-4-sonnet-20250514,rotor,round_3,0.6698,0.9434,42,55,62
claude-4-sonnet-20250514,scm,round_1,0.3647,0.5851,94,2,72
claude-4-sonnet-20250514,scm,round_2,0.6708,0.9284,54,69,69
claude-4-sonnet-20250514,scm,round_3,0.6648,0.7711,52,29,27
claude-4-sonnet-20250514,scm_hill,round_1,0.4046,0.7368,42,27,27
claude-4-sonnet-20250514,scm_hill,round_2,0.7051,0.8829,12,27,29
claude-4-sonnet-20250514,scm_hill,round_3,0.8527,0.9688,84,27,58
claude-4-sonnet-20250514,sedan,round_1,0.3999,0.5021,83,4,49
claude-4-sonnet-20250514,sedan,round_2,0.5926,0.7683,29,52,57
claude-4-sonnet-20250514,sedan,round_3,0.6013,0.7678,78,12,7
claude-4-sonnet-20250514,sensros,round_1,0.3485,0.49,27,25,12
claude-4-sonnet-20250514,sensros,round_2,0.8859,0.9409,77,22,32
claude-4-sonnet-20250514,sensros,round_3,0.9885,0.9938,12,72,74
claude-4-sonnet-20250514,slider_crank,round_1,0.3462,0.381,47,14,44
claude-4-sonnet-20250514,slider_crank,round_2,0.7962,0.8168,95,62,69
claude-4-sonnet-20250514,slider_crank,round_3,0.8692,0.9227,17,59,49
claude-4-sonnet-20250514,tablecloth,round_1,0.2764,0.3807,62,0,42
claude-4-sonnet-20250514,tablecloth,round_2,0.6933,0.9028,70,51,67
claude-4-sonnet-20250514,tablecloth,round_3,0.9256,0.9773,12,49,43
claude-4-sonnet-20250514,turtlebot,round_1,0.3265,0.3759,45,12,32
claude-4-sonnet-20250514,turtlebot,round_2,0.7246,0.9136,51,58,69
claude-4-sonnet-20250514,turtlebot,round_3,0.5242,0.8047,24,22,27
claude-4-sonnet-20250514,uazbus,round_1,0.436,0.7136,54,29,29
claude-4-sonnet-20250514,uazbus,round_2,0.7726,0.8574,54,70,75
claude-4-sonnet-20250514,uazbus,round_3,0.8381,0.9234,86,29,37
claude-4-sonnet-20250514,veh_app,round_1,0.3645,0.6303,85,0,15
claude-4-sonnet-20250514,veh_app,round_2,0.8457,0.9437,17,35,87
claude-4-sonnet-20250514,veh_app,round_3,0.8455,0.9182,70,30,47
claude-4-sonnet-20250514,vehros,round_1,0.4161,0.4019,60,0,12
claude-4-sonnet-20250514,vehros,round_2,0.6404,0.9143,77,37,52
claude-4-sonnet-20250514,vehros,round_3,0.761,0.9406,90,30,62
claude-4-sonnet-20250514,viper,round_1,0.3886,0.5362,87,0,27
claude-4-sonnet-20250514,viper,round_2,0.9169,0.9915,84,77,67
claude-4-sonnet-20250514,viper,round_3,0.739,0.9345,63,12,24
codestral-22b-instruct-v0.1,art,round_1,0.2288,0.2729,0,0,2
codestral-22b-instruct-v0.1,art,round_2,1.0,1.0,74,90,90
codestral-22b-instruct-v0.1,art,round_3,0.9671,1.0,12,90,80
codestral-22b-instruct-v0.1,beam,round_1,0.2562,0.3114,24,5,7
codestral-22b-instruct-v0.1,beam,round_2,0.5244,0.7539,54,0,42
codestral-22b-instruct-v0.1,beam,round_3,0.9774,0.9964,85,78,74
codestral-22b-instruct-v0.1,buckling,round_1,0.1775,0.1288,32,7,2
codestral-22b-instruct-v0.1,buckling,round_2,0.9721,0.9946,62,54,72
codestral-22b-instruct-v0.1,buckling,round_3,0.6789,0.8776,52,2,32
codestral-22b-instruct-v0.1,cable,round_1,0.2921,0.259,22,27,2
codestral-22b-instruct-v0.1,cable,round_2,0.9627,1.0,19,70,78
codestral-22b-instruct-v0.1,cable,round_3,0.4962,0.7074,12,17,37
codestral-22b-instruct-v0.1,camera,round_1,0.1836,0.2782,52,0,32
codestral-22b-instruct-v0.1,camera,round_2,0.9705,0.9954,52,60,62
codestral-22b-instruct-v0.1,camera,round_3,0.878,0.9765,14,22,24
codestral-22b-instruct-v0.1,citybus,round_1,0.2109,0.2561,19,15,15
codestral-22b-instruct-v0.1,citybus,round_2,0.8481,0.9732,27,42,32
codestral-22b-instruct-v0.1,citybus,round_3,0.9939,0.9961,57,80,70
codestral-22b-instruct-v0.1,curiosity,round_1,0.2251,0.2977,77,2,19
codestral-22b-instruct-v0.1,curiosity,round_2,0.8429,0.9449,84,68,63
codestral-22b-instruct-v0.1,curiosity,round_3,0.6802,0.826,53,35,34
codestral-22b-instruct-v0.1,feda,round_1,0.2207,0.3676,19,25,0
codestral-22b-instruct-v0.1,feda,round_2,0.8589,0.9328,70,17,44
codestral-22b-instruct-v0.1,feda,round_3,0.7282,0.8299,12,20,35
codestral-22b-instruct-v0.1,gator,round_1,0.2063,0.306,22,0,14
codestral-22b-instruct-v0.1,gator,round_2,0.704,0.8596,22,34,24
codestral-22b-instruct-v0.1,gator,round_3,0.9714,0.9974,24,72,80
codestral-22b-instruct-v0.1,gear,round_1,0.2486,0.3414,52,27,39
codestral-22b-instruct-v0.1,gear,round_2,1.0,1.0,52,86,80
codestral-22b-instruct-v0.1,gear,round_3,0.7813,0.9342,54,44,42
codestral-22b-instruct-v0.1,gps_imu,round_1,0.1949,0.231,22,15,7
codestral-22b-instruct-v0.1,gps_imu,round_2,0.8765,0.943,22,39,62
codestral-22b-instruct-v0.1,gps_imu,round_3,0.7998,0.9701,32,60,80
codestral-22b-instruct-v0.1,handler,round_1,0.2521,0.4018,17,15,22
codestral-22b-instruct-v0.1,handler,round_2,0.9783,0.9946,47,72,55
codestral-22b-instruct-v0.1,handler,round_3,0.6769,0.849,92,25,22
codestral-22b-instruct-v0.1,hmmwv,round_1,0.2038,0.3488,32,0,17
codestral-22b-instruct-v0.1,hmmwv,round_2,0.6034,0.7515,37,0,35
codestral-22b-instruct-v0.1,hmmwv,round_3,0.6351,0.901,17,29,42
codestral-22b-instruct-v0.1,kraz,round_1,0.2041,0.2321,27,27,10
codestral-22b-instruct-v0.1,kraz,round_2,0.8151,0.9091,49,39,59
codestral-22b-instruct-v0.1,kraz,round_3,0.4733,0.7967,37,20,25
codestral-22b-instruct-v0.1,lidar,round_1,0.2386,0.3866,42,10,29
codestral-22b-instruct-v0.1,lidar,round_2,0.8879,0.896,12,72,42
codestral-22b-instruct-v0.1,lidar,round_3,0.6561,0.7676,12,0,27
codestral-22b-instruct-v0.1,m113,round_1,0.2015,0.1893,27,25,15
codestral-22b-instruct-v0.1,m113,round_2,0.7561,0.9332,66,12,37
codestral-22b-instruct-v0.1,m113,round_3,0.8481,0.9367,15,29,37
codestral-22b-instruct-v0.1,man,round_1,0.1871,0.1121,75,9,29
codestral-22b-instruct-v0.1,man,round_2,0.8045,0.9531,57,14,39
codestral-22b-instruct-v0.1,man,round_3,0.6581,0.8136,12,47,29
codestral-22b-instruct-v0.1,mass_spring_damper,round_1,0.3565,0.4153,69,5,30
codestral-22b-instruct-v0.1,mass_spring_damper,round_2,0.7314,0.8955,12,60,45
codestral-22b-instruct-v0.1,mass_spring_damper,round_3,0.8485,0.933,27,25,34
codestral-22b-instruct-v0.1,particles,round_1,0.2723,0.2639,37,25,7
codestral-22b-instruct-v0.1,particles,round_2,0.8437,0.967,72,63,80
codestral-22b-instruct-v0.1,particles,round_3,0.9313,0.9528,52,50,62
codestral-22b-instruct-v0.1,pendulum,round_1,0.3011,0.2946,40,15,12
codestral-22b-instruct-v0.1,pendulum,round_2,0.8027,0.9376,55,25,12
codestral-22b-instruct-v0.1,pendulum,round_3,0.8889,0.9412,57,60,55
codestral-22b-instruct-v0.1,rigid_highway,round_1,0.221,0.264,29,25,27
codestral-22b-instruct-v0.1,rigid_highway,round_2,0.8883,0.9565,12,77,59
codestral-22b-instruct-v0.1,rigid_highway,round_3,0.8949,0.9747,70,62,82
codestral-22b-instruct-v0.1,rigid_multipatches,round_1,0.2444,0.2215,10,0,25
codestral-22b-instruct-v0.1,rigid_multipatches,round_2,0.8213,0.9487,14,44,44
codestral-22b-instruct-v0.1,rigid_multipatches,round_3,0.9259,1.0,14,59,64
codestral-22b-instruct-v0.1,rotor,round_1,0.2344,0.3166,25,15,0
codestral-22b-instruct-v0.1,rotor,round_2,0.9927,1.0,62,69,67
codestral-22b-instruct-v0.1,rotor,round_3,0.6589,0.9434,67,54,64
codestral-22b-instruct-v0.1,scm,round_1,0.2172,0.216,29,22,12
codestral-22b-instruct-v0.1,scm,round_2,0.6519,0.8718,80,12,27
codestral-22b-instruct-v0.1,scm,round_3,0.6594,0.7481,12,32,37
codestral-22b-instruct-v0.1,scm_hill,round_1,0.2246,0.2442,12,10,0
codestral-22b-instruct-v0.1,scm_hill,round_2,0.6281,0.8613,12,29,12
codestral-22b-instruct-v0.1,scm_hill,round_3,0.8389,0.9384,87,39,57
codestral-22b-instruct-v0.1,sedan,round_1,0.184,0.1121,79,19,2
codestral-22b-instruct-v0.1,sedan,round_2,0.6536,0.764,12,12,35
codestral-22b-instruct-v0.1,sedan,round_3,0.5816,0.8342,12,25,25
codestral-22b-instruct-v0.1,sensros,round_1,0.2034,0.2771,41,0,27
codestral-22b-instruct-v0.1,sensros,round_2,0.852,0.9578,20,19,39
codestral-22b-instruct-v0.1,sensros,round_3,0.9888,0.9977,44,72,73
codestral-22b-instruct-v0.1,slider_crank,round_1,0.2687,0.4615,90,2,27
codestral-22b-instruct-v0.1,slider_crank,round_2,0.8381,0.8363,73,72,65
codestral-22b-instruct-v0.1,slider_crank,round_3,0.8873,0.9706,69,52,62
codestral-22b-instruct-v0.1,tablecloth,round_1,0.1601,0.241,24,0,34
codestral-22b-instruct-v0.1,tablecloth,round_2,0.6658,0.9183,12,41,29
codestral-22b-instruct-v0.1,tablecloth,round_3,0.9965,0.998,12,55,68
codestral-22b-instruct-v0.1,turtlebot,round_1,0.2309,0.3757,75,0,7
codestral-22b-instruct-v0.1,turtlebot,round_2,0.8231,0.9735,74,54,62
codestral-22b-instruct-v0.1,turtlebot,round_3,0.4785,0.8123,47,27,50
codestral-22b-instruct-v0.1,uazbus,round_1,0.2153,0.2483,21,15,7
codestral-22b-instruct-v0.1,uazbus,round_2,0.8124,0.8899,14,59,59
codestral-22b-instruct-v0.1,uazbus,round_3,0.8505,0.9379,88,29,25
codestral-22b-instruct-v0.1,veh_app,round_1,0.1798,0.1594,27,15,27
codestral-22b-instruct-v0.1,veh_app,round_2,0.8023,0.8397,12,27,22
codestral-22b-instruct-v0.1,veh_app,round_3,0.9072,0.9751,52,32,29
codestral-22b-instruct-v0.1,vehros,round_1,0.2708,0.4025,25,5,15
codestral-22b-instruct-v0.1,vehros,round_2,0.6225,0.8321,68,40,42
codestral-22b-instruct-v0.1,vehros,round_3,0.464,0.3333,2,15,19
codestral-22b-instruct-v0.1,viper,round_1,0.2632,0.4422,22,0,37
codestral-22b-instruct-v0.1,viper,round_2,0.9761,1.0,35,74,85
codestral-22b-instruct-v0.1,viper,round_3,0.72,0.8665,84,22,29
deepseek-r1,art,round_1,0.3019,0.568,87,12,22
deepseek-r1,art,round_2,0.9744,1.0,72,90,85
deepseek-r1,art,round_3,0.9173,0.9936,82,67,68
deepseek-r1,beam,round_1,0.3347,0.4065,89,22,22
deepseek-r1,beam,round_2,0.7624,0.9215,84,65,78
deepseek-r1,beam,round_3,0.8138,0.9317,59,64,44
deepseek-r1,buckling,round_1,0.2663,0.3408,84,29,12
deepseek-r1,buckling,round_2,0.9783,1.0,87,69,69
deepseek-r1,buckling,round_3,0.6999,0.8243,62,0,62
deepseek-r1,cable,round_1,0.3527,0.3844,74,30,20
deepseek-r1,cable,round_2,0.9289,0.9922,55,67,83
deepseek-r1,cable,round_3,0.3864,0.6178,64,4,7
deepseek-r1,camera,round_1,0.262,0.4912,22,0,30
deepseek-r1,camera,round_2,0.938,0.9781,0,54,47
deepseek-r1,camera,round_3,0.7814,0.9552,30,0,34
deepseek-r1,citybus,round_1,0.2945,0.4366,78,7,30
deepseek-r1,citybus,round_2,0.8829,0.9712,12,67,72
deepseek-r1,citybus,round_3,0.9079,0.9834,22,62,65
deepseek-r1,curiosity,round_1,0.3284,0.4047,88,37,32
deepseek-r1,curiosity,round_2,0.8348,0.9266,62,64,57
deepseek-r1,curiosity,round_3,0.6616,0.8642,72,29,39
deepseek-r1,feda,round_1,0.2936,0.6199,84,12,0
deepseek-r1,feda,round_2,0.8381,0.9122,54,57,63
deepseek-r1,feda,round_3,0.7273,0.8674,12,49,57
deepseek-r1,gator,round_1,0.3164,0.5469,87,27,12
deepseek-r1,gator,round_2,0.6506,0.8244,75,22,32
deepseek-r1,gator,round_3,0.9352,0.9974,24,54,59
deepseek-r1,gear,round_1,0.2861,0.3694,79,37,5
deepseek-r1,gear,round_2,0.9296,1.0,54,58,68
deepseek-r1,gear,round_3,0.63,0.8668,59,44,27
deepseek-r1,gps_imu,round_1,0.2927,0.5505,87,12,32
deepseek-r1,gps_imu,round_2,0.7616,0.9126,34,12,37
deepseek-r1,gps_imu,round_3,0.7781,0.966,54,74,69
deepseek-r1,handler,round_1,0.3255,0.5476,57,27,27
deepseek-r1,handler,round_2,0.9797,0.9909,62,65,65
deepseek-r1,handler,round_3,0.7163,0.9034,93,40,37
deepseek-r1,hmmwv,round_1,0.2815,0.5808,84,0,42
deepseek-r1,hmmwv,round_2,0.5297,0.7314,12,30,32
deepseek-r1,hmmwv,round_3,0.6469,0.9196,57,57,37
deepseek-r1,kraz,round_1,0.2671,0.5457,24,7,25
deepseek-r1,kraz,round_2,0.7117,0.8036,37,37,24
deepseek-r1,kraz,round_3,0.523,0.8336,59,0,4
deepseek-r1,lidar,round_1,0.294,0.536,12,0,27
deepseek-r1,lidar,round_2,0.6439,0.8388,25,14,40
deepseek-r1,lidar,round_3,0.5713,0.7862,5,2,15
deepseek-r1,m113,round_1,0.2746,0.5347,92,17,24
deepseek-r1,m113,round_2,0.8356,0.9208,52,29,52
deepseek-r1,m113,round_3,0.8501,0.9758,19,32,42
deepseek-r1,man,round_1,0.3385,0.6225,14,12,12
deepseek-r1,man,round_2,0.7762,0.9626,12,44,70
deepseek-r1,man,round_3,0.5923,0.8412,12,27,32
deepseek-r1,mass_spring_damper,round_1,0.3405,0.4413,52,25,32
deepseek-r1,mass_spring_damper,round_2,0.8449,0.9703,27,67,72
deepseek-r1,mass_spring_damper,round_3,0.8624,0.9732,40,34,44
deepseek-r1,particles,round_1,0.3348,0.3176,57,12,12
deepseek-r1,particles,round_2,0.8532,0.9689,57,67,75
deepseek-r1,particles,round_3,0.7233,0.8989,62,53,45
deepseek-r1,pendulum,round_1,0.3079,0.381,87,17,17
deepseek-r1,pendulum,round_2,0.712,0.9331,87,35,12
deepseek-r1,pendulum,round_3,0.7173,0.9045,93,67,54
deepseek-r1,rigid_highway,round_1,0.2734,0.4743,82,17,27
deepseek-r1,rigid_highway,round_2,0.837,0.9083,4,77,67
deepseek-r1,rigid_highway,round_3,0.8418,0.9805,12,62,32
deepseek-r1,rigid_multipatches,round_1,0.3942,0.6152,75,0,25
deepseek-r1,rigid_multipatches,round_2,0.7955,0.9467,81,24,59
deepseek-r1,rigid_multipatches,round_3,0.9165,1.0,12,67,69
deepseek-r1,rotor,round_1,0.2504,0.3487,78,0,27
deepseek-r1,rotor,round_2,0.6899,0.9387,72,64,54
deepseek-r1,rotor,round_3,0.6283,0.8461,72,17,47
deepseek-r1,scm,round_1,0.3075,0.6329,84,20,32
deepseek-r1,scm,round_2,0.5871,0.8228,17,44,29
deepseek-r1,scm,round_3,0.671,0.8017,78,34,12
deepseek-r1,scm_hill,round_1,0.2238,0.424,90,0,22
deepseek-r1,scm_hill,round_2,0.6529,0.8428,79,12,37
deepseek-r1,scm_hill,round_3,0.8182,0.9453,54,27,39
deepseek-r1,sedan,round_1,0.3374,0.5625,59,12,32
deepseek-r1,sedan,round_2,0.5658,0.7859,12,37,24
deepseek-r1,sedan,round_3,0.5836,0.8499,44,0,27
deepseek-r1,sensros,round_1,0.2891,0.4551,64,0,27
deepseek-r1,sensros,round_2,0.7808,0.9571,92,0,32
deepseek-r1,sensros,round_3,0.8662,0.9747,45,27,67
deepseek-r1,slider_crank,round_1,0.3244,0.5156,87,42,34
deepseek-r1,slider_crank,round_2,0.7546,0.8698,27,57,17
deepseek-r1,slider_crank,round_3,0.8817,0.9707,19,39,54
deepseek-r1,tablecloth,round_1,0.2803,0.4118,62,22,0
deepseek-r1,tablecloth,round_2,0.6547,0.9084,20,51,66
deepseek-r1,tablecloth,round_3,0.8358,0.947,42,56,59
deepseek-r1,turtlebot,round_1,0.2901,0.6017,67,17,22
deepseek-r1,turtlebot,round_2,0.7865,0.9256,80,73,67
deepseek-r1,turtlebot,round_3,0.5339,0.8222,74,14,14
deepseek-r1,uazbus,round_1,0.2897,0.5762,37,0,2
deepseek-r1,uazbus,round_2,0.7529,0.92,17,12,34
deepseek-r1,uazbus,round_3,0.9072,0.9786,32,14,22
deepseek-r1,veh_app,round_1,0.2578,0.5257,87,20,24
deepseek-r1,veh_app,round_2,0.8528,0.9165,27,5,50
deepseek-r1,veh_app,round_3,0.6818,0.8448,22,30,12
deepseek-r1,vehros,round_1,0.4624,0.3299,25,20,25
deepseek-r1,vehros,round_2,0.5683,0.868,17,30,25
deepseek-r1,vehros,round_3,0.7198,0.91,72,49,47
deepseek-r1,viper,round_1,0.2895,0.5954,39,0,27
deepseek-r1,viper,round_2,0.8434,0.9872,80,47,67
deepseek-r1,viper,round_3,0.7387,0.9172,79,39,29
deepseek-r1-32b,art,round_1,0.2291,0.3874,22,22,25
deepseek-r1-32b,art,round_2,1.0,1.0,12,90,90
deepseek-r1-32b,art,round_3,0.9671,1.0,17,90,90
deepseek-r1-32b,beam,round_1,0.2983,0.1828,20,7,10
deepseek-r1-32b,beam,round_2,0.8351,0.9479,65,70,72
deepseek-r1-32b,beam,round_3,0.6979,0.9013,30,20,30
deepseek-r1-32b,buckling,round_1,0.2099,0.2239,45,27,27
deepseek-r1-32b,buckling,round_2,0.8427,0.9954,78,69,62
deepseek-r1-32b,buckling,round_3,0.6252,0.8829,76,0,32
deepseek-r1-32b,cable,round_1,0.2658,0.2605,4,20,20
deepseek-r1-32b,cable,round_2,0.9524,1.0,79,78,83
deepseek-r1-32b,cable,round_3,0.4231,0.6471,78,37,12
deepseek-r1-32b,camera,round_1,0.2077,0.3113,12,12,20
deepseek-r1-32b,camera,round_2,0.8423,0.9954,57,49,59
deepseek-r1-32b,camera,round_3,0.7945,0.9583,32,27,27
deepseek-r1-32b,citybus,round_1,0.2262,0.3661,20,0,2
deepseek-r1-32b,citybus,round_2,0.8796,0.9726,12,72,72
deepseek-r1-32b,citybus,round_3,0.9939,0.9961,12,75,85
deepseek-r1-32b,curiosity,round_1,0.315,0.2995,0,15,10
deepseek-r1-32b,curiosity,round_2,0.8362,0.9435,84,52,60
deepseek-r1-32b,curiosity,round_3,0.694,0.7942,93,32,44
deepseek-r1-32b,feda,round_1,0.2193,0.4077,25,25,25
deepseek-r1-32b,feda,round_2,0.7886,0.939,44,14,27
deepseek-r1-32b,feda,round_3,0.6924,0.8295,22,25,37
deepseek-r1-32b,gator,round_1,0.2384,0.3767,22,30,7
deepseek-r1-32b,gator,round_2,0.3264,0.4507,27,40,40
deepseek-r1-32b,gator,round_3,0.9714,0.9974,27,78,72
deepseek-r1-32b,gear,round_1,0.23,0.3199,12,12,30
deepseek-r1-32b,gear,round_2,0.9932,1.0,62,85,75
deepseek-r1-32b,gear,round_3,0.8501,0.927,67,64,44
deepseek-r1-32b,gps_imu,round_1,0.1961,0.3148,12,0,17
deepseek-r1-32b,gps_imu,round_2,0.7914,0.9426,82,12,37
deepseek-r1-32b,gps_imu,round_3,0.783,0.9677,12,79,77
deepseek-r1-32b,handler,round_1,0.24,0.434,2,0,25
deepseek-r1-32b,handler,round_2,0.9724,0.9928,60,75,70
deepseek-r1-32b,handler,round_3,0.65,0.8254,72,25,30
deepseek-r1-32b,hmmwv,round_1,0.1896,0.1348,2,0,10
deepseek-r1-32b,hmmwv,round_2,0.4974,0.6885,53,20,35
deepseek-r1-32b,hmmwv,round_3,0.3799,0.1299,20,30,7
deepseek-r1-32b,kraz,round_1,0.1854,0.3694,17,0,45
deepseek-r1-32b,kraz,round_2,0.7046,0.8876,19,34,67
deepseek-r1-32b,kraz,round_3,0.4948,0.8069,7,20,12
