model,system,category,turn1,turn2,turn3,Δ12,Δ23,Δ13,family
phi-3-mini-128k-instruct,camera,SEN,25.00,0.00,30.00,-25.00,30.00,5.00,Phi
phi-3-mini-128k-instruct,citybus,VEH,25.00,52.00,55.00,27.00,3.00,30.00,Phi
phi-3-mini-128k-instruct,curiosity,RBT,25.00,58.00,9.00,33.00,-49.00,-16.00,Phi
phi-3-mini-128k-instruct,feda,VEH,10.00,27.00,40.00,17.00,13.00,30.00,Phi
phi-3-mini-128k-instruct,gator,VEH,27.00,12.00,80.00,-15.00,68.00,53.00,Phi
phi-3-mini-128k-instruct,gear,MBS,15.00,10.00,4.00,-5.00,-6.00,-11.00,Phi
phi-3-mini-128k-instruct,gps_imu,SEN,7.00,30.00,47.00,23.00,17.00,40.00,Phi
phi-3-mini-128k-instruct,handler,RBT,7.00,55.00,20.00,48.00,-35.00,13.00,Phi
phi-3-mini-128k-instruct,hmmwv,VEH,12.00,35.00,54.00,23.00,19.00,42.00,Phi
phi-3-mini-128k-instruct,kraz,VEH,20.00,69.00,27.00,49.00,-42.00,7.00,Phi
phi-3-mini-128k-instruct,lidar,SEN,2.00,0.00,10.00,-2.00,10.00,8.00,Phi
phi-3-mini-128k-instruct,m113,VEH,20.00,37.00,47.00,17.00,10.00,27.00,Phi
phi-3-mini-128k-instruct,man,VEH,10.00,67.00,25.00,57.00,-42.00,15.00,Phi
phi-3-mini-128k-instruct,mass_spring_damper,MBS,20.00,27.00,32.00,7.00,5.00,12.00,Phi
phi-3-mini-128k-instruct,particles,MBS,0.00,29.00,63.00,29.00,34.00,63.00,Phi
phi-3-mini-128k-instruct,pendulum,MBS,25.00,52.00,19.00,27.00,-33.00,-6.00,Phi
phi-3-mini-128k-instruct,rigid_highway,VEH,7.00,42.00,77.00,35.00,35.00,70.00,Phi
phi-3-mini-128k-instruct,rigid_multipatches,VEH,27.00,12.00,67.00,-15.00,55.00,40.00,Phi
phi-3-mini-128k-instruct,rotor,FEA,42.00,35.00,22.00,-7.00,-13.00,-20.00,Phi
phi-3-mini-128k-instruct,scm,VEH,10.00,29.00,27.00,19.00,-2.00,17.00,Phi
phi-3-mini-128k-instruct,scm_hill,VEH,15.00,17.00,37.00,2.00,20.00,22.00,Phi
phi-3-mini-128k-instruct,sedan,VEH,25.00,29.00,25.00,4.00,-4.00,0.00,Phi
phi-3-mini-128k-instruct,sensros,RBT,2.00,25.00,29.00,23.00,4.00,27.00,Phi
phi-3-mini-128k-instruct,slider_crank,MBS,27.00,15.00,44.00,-12.00,29.00,17.00,Phi
phi-3-mini-128k-instruct,tablecloth,FEA,0.00,26.00,12.00,26.00,-14.00,12.00,Phi
phi-3-mini-128k-instruct,turtlebot,RBT,25.00,66.00,12.00,41.00,-54.00,-13.00,Phi
phi-3-mini-128k-instruct,uazbus,VEH,20.00,54.00,32.00,34.00,-22.00,12.00,Phi
phi-3-mini-128k-instruct,veh_app,SEN,22.00,27.00,7.00,5.00,-20.00,-15.00,Phi
phi-3-mini-128k-instruct,vehros,RBT,5.00,25.00,24.00,20.00,-1.00,19.00,Phi
phi-3-mini-128k-instruct,viper,RBT,25.00,50.00,35.00,25.00,-15.00,10.00,Phi
qwen3-235b-a22b,art,VEH,5.00,78.00,69.00,73.00,-9.00,64.00,Qwen
qwen3-235b-a22b,beam,FEA,27.00,42.00,72.00,15.00,30.00,45.00,Qwen
qwen3-235b-a22b,buckling,FEA,54.00,74.00,27.00,20.00,-47.00,-27.00,Qwen
qwen3-235b-a22b,cable,FEA,22.00,78.00,32.00,56.00,-46.00,10.00,Qwen
qwen3-235b-a22b,camera,SEN,30.00,57.00,32.00,27.00,-25.00,2.00,Qwen
qwen3-235b-a22b,citybus,VEH,20.00,77.00,85.00,57.00,8.00,65.00,Qwen
qwen3-235b-a22b,curiosity,RBT,29.00,62.00,54.00,33.00,-8.00,25.00,Qwen
qwen3-235b-a22b,feda,VEH,10.00,90.00,59.00,80.00,-31.00,49.00,Qwen
qwen3-235b-a22b,gator,VEH,45.00,37.00,80.00,-8.00,43.00,35.00,Qwen
qwen3-235b-a22b,gear,MBS,32.00,73.00,29.00,41.00,-44.00,-3.00,Qwen
qwen3-235b-a22b,gps_imu,SEN,27.00,57.00,86.00,30.00,29.00,59.00,Qwen
qwen3-235b-a22b,handler,RBT,15.00,60.00,30.00,45.00,-30.00,15.00,Qwen
qwen3-235b-a22b,hmmwv,VEH,20.00,32.00,64.00,12.00,32.00,44.00,Qwen
qwen3-235b-a22b,kraz,VEH,27.00,37.00,32.00,10.00,-5.00,5.00,Qwen
qwen3-235b-a22b,lidar,SEN,17.00,39.00,34.00,22.00,-5.00,17.00,Qwen
qwen3-235b-a22b,m113,VEH,9.00,34.00,57.00,25.00,23.00,48.00,Qwen
qwen3-235b-a22b,man,VEH,0.00,64.00,52.00,64.00,-12.00,52.00,Qwen
qwen3-235b-a22b,mass_spring_damper,MBS,32.00,57.00,52.00,25.00,-5.00,20.00,Qwen
qwen3-235b-a22b,particles,MBS,20.00,25.00,63.00,5.00,38.00,43.00,Qwen
qwen3-235b-a22b,pendulum,MBS,12.00,42.00,37.00,30.00,-5.00,25.00,Qwen
qwen3-235b-a22b,rigid_highway,VEH,17.00,47.00,77.00,30.00,30.00,60.00,Qwen
qwen3-235b-a22b,rigid_multipatches,VEH,22.00,54.00,67.00,32.00,13.00,45.00,Qwen
qwen3-235b-a22b,rotor,FEA,0.00,62.00,32.00,62.00,-30.00,32.00,Qwen
qwen3-235b-a22b,scm,VEH,20.00,27.00,37.00,7.00,10.00,17.00,Qwen
qwen3-235b-a22b,scm_hill,VEH,25.00,32.00,50.00,7.00,18.00,25.00,Qwen
qwen3-235b-a22b,sedan,VEH,29.00,47.00,42.00,18.00,-5.00,13.00,Qwen
qwen3-235b-a22b,sensros,RBT,40.00,37.00,60.00,-3.00,23.00,20.00,Qwen
qwen3-235b-a22b,slider_crank,MBS,37.00,59.00,72.00,22.00,13.00,35.00,Qwen
qwen3-235b-a22b,tablecloth,FEA,27.00,71.00,46.00,44.00,-25.00,19.00,Qwen
qwen3-235b-a22b,turtlebot,RBT,27.00,66.00,12.00,39.00,-54.00,-15.00,Qwen
qwen3-235b-a22b,uazbus,VEH,15.00,49.00,37.00,34.00,-12.00,22.00,Qwen
qwen3-235b-a22b,veh_app,SEN,22.00,52.00,47.00,30.00,-5.00,25.00,Qwen
qwen3-235b-a22b,vehros,RBT,30.00,42.00,32.00,12.00,-10.00,2.00,Qwen
qwen3-235b-a22b,viper,RBT,7.00,69.00,39.00,62.00,-30.00,32.00,Qwen
