model,system,round,codebleu,ngram_match_score,weighted_ngram_match_score,syntax_match_score,dataflow_match_score,rouge1,rouge2,rougeL,rougeLsum,score_document,score_reference,score_reference_document
Gemini-2.5-pro,uazbus,round_2,0.6067,0.4011,0.6328,0.8848,0.5079,0.6764,0.5653,0.5919,0.6764,58,12,37
Gemini-2.5-pro,uazbus,round_3,0.7946,0.7018,0.8695,0.9282,0.6787,0.8679,0.8267,0.8013,0.8679,44,27,12
Gemini-2.5-pro,veh_app,round_1,0.3734,0.1380,0.1910,0.7451,0.4194,0.5867,0.3512,0.3693,0.5848,62,14,37
Gemini-2.5-pro,veh_app,round_2,0.5944,0.5129,0.5394,0.8915,0.4337,0.8235,0.7151,0.7542,0.8235,12,27,42
Gemini-2.5-pro,veh_app,round_3,0.5992,0.4801,0.5242,0.9063,0.4860,0.8558,0.7343,0.7701,0.8558,84,0,10
Gemini-2.5-pro,vehros,round_1,0.3759,0.0282,0.2100,0.7117,0.5536,0.2661,0.1480,0.1892,0.2661,67,22,34
Gemini-2.5-pro,vehros,round_2,0.6539,0.5572,0.5699,0.9086,0.5798,0.8785,0.8244,0.7373,0.8757,89,45,64
Gemini-2.5-pro,vehros,round_3,0.5180,0.3475,0.4177,0.8270,0.4799,0.7068,0.5839,0.5791,0.7068,80,30,27
Gemini-2.5-pro,viper,round_1,0.3272,0.0874,0.1289,0.7269,0.3657,0.4793,0.2344,0.2870,0.4734,86,12,32
Gemini-2.5-pro,viper,round_2,0.8850,0.8799,0.9082,0.9752,0.7766,0.9722,0.9443,0.7694,0.9722,37,67,62
Gemini-2.5-pro,viper,round_3,0.7089,0.6112,0.6754,0.8909,0.6581,0.8811,0.7906,0.8031,0.8811,44,42,0
claude-3-5-sonnet,art,round_1,0.2819,0.0784,0.1100,0.6738,0.2655,0.5433,0.3846,0.3733,0.5433,84,12,27
claude-3-5-sonnet,art,round_2,0.9744,0.9482,0.9493,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,12,90,90
claude-3-5-sonnet,art,round_3,0.9671,0.9777,0.9777,0.9973,0.9159,1.0000,0.9923,0.9846,1.0000,52,93,50
claude-3-5-sonnet,beam,round_1,0.3199,0.0589,0.0658,0.7711,0.3839,0.4196,0.2003,0.2369,0.4196,72,25,27
claude-3-5-sonnet,beam,round_2,0.7719,0.7063,0.7256,0.9903,0.6652,0.9618,0.9158,0.8728,0.9567,65,62,54
claude-3-5-sonnet,beam,round_3,0.7699,0.6715,0.6998,0.9766,0.7317,0.9544,0.8966,0.9185,0.9496,49,72,57
claude-3-5-sonnet,buckling,round_1,0.2518,0.0368,0.0579,0.7141,0.1985,0.3185,0.1202,0.1903,0.3144,50,29,27
claude-3-5-sonnet,buckling,round_2,0.7404,0.7447,0.7696,0.9758,0.4715,0.9358,0.8851,0.9327,0.9358,84,59,32
claude-3-5-sonnet,buckling,round_3,0.6004,0.4730,0.4976,0.9596,0.4715,0.8487,0.6939,0.8245,0.8487,90,0,32
claude-3-5-sonnet,cable,round_1,0.3015,0.0515,0.0619,0.7491,0.3435,0.3664,0.1645,0.2457,0.3664,70,15,24
claude-3-5-sonnet,cable,round_2,0.9627,0.9237,0.9271,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,85,98,80
claude-3-5-sonnet,cable,round_3,0.4716,0.2945,0.3270,0.8053,0.4595,0.6819,0.5394,0.5587,0.6819,55,20,35
claude-3-5-sonnet,camera,round_1,0.2456,0.0423,0.0582,0.5548,0.3271,0.4459,0.2033,0.3000,0.4459,52,0,35
claude-3-5-sonnet,camera,round_2,0.9044,0.8485,0.8523,0.9924,0.9244,0.9610,0.9287,0.9610,0.9610,12,32,64
claude-3-5-sonnet,camera,round_3,0.7951,0.7972,0.8285,0.9750,0.5798,0.9266,0.8760,0.9222,0.9266,24,12,0
claude-3-5-sonnet,citybus,round_1,0.3544,0.1075,0.1156,0.7787,0.4159,0.5920,0.3529,0.3067,0.5893,69,2,27
claude-3-5-sonnet,citybus,round_2,0.8231,0.7688,0.7731,0.9565,0.7941,0.9636,0.9409,0.9611,0.9636,12,5,39
claude-3-5-sonnet,citybus,round_3,0.8973,0.8300,0.8326,0.9754,0.9513,0.9730,0.9548,0.9704,0.9730,37,57,54
claude-3-5-sonnet,curiosity,round_1,0.2646,0.0723,0.0958,0.6384,0.2520,0.5227,0.2914,0.4261,0.5114,59,0,32
claude-3-5-sonnet,curiosity,round_2,0.7289,0.6048,0.6457,0.9431,0.7222,0.8836,0.7921,0.8757,0.8836,58,17,58
claude-3-5-sonnet,curiosity,round_3,0.5755,0.4408,0.4551,0.8785,0.5277,0.8263,0.7045,0.6229,0.8263,68,12,38
claude-3-5-sonnet,feda,round_1,0.3729,0.1642,0.1803,0.7658,0.3812,0.6380,0.4367,0.4161,0.6352,47,0,12
claude-3-5-sonnet,feda,round_2,0.8161,0.7578,0.7804,0.9526,0.7735,0.9156,0.8682,0.8908,0.9156,42,0,34
claude-3-5-sonnet,feda,round_3,0.7244,0.6958,0.7122,0.9027,0.5868,0.8880,0.8358,0.8734,0.8880,55,12,27
claude-3-5-sonnet,gator,round_1,0.2918,0.0940,0.1226,0.6860,0.2646,0.5599,0.3588,0.3546,0.5599,34,22,37
claude-3-5-sonnet,gator,round_2,0.7029,0.6314,0.6608,0.8807,0.6386,0.7677,0.7011,0.7483,0.7677,52,27,27
claude-3-5-sonnet,gator,round_3,0.8702,0.8243,0.8273,0.9862,0.8430,0.9720,0.9479,0.9720,0.9720,58,39,34
claude-3-5-sonnet,gear,round_1,0.3020,0.0581,0.0618,0.5898,0.4983,0.3863,0.1512,0.2560,0.3863,64,42,20
claude-3-5-sonnet,gear,round_2,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,54,63,68
claude-3-5-sonnet,gear,round_3,0.5799,0.4887,0.4957,0.8373,0.4979,0.8073,0.7140,0.7845,0.8073,54,7,37
claude-3-5-sonnet,gps_imu,round_1,0.3120,0.1148,0.1274,0.6974,0.3085,0.6050,0.3781,0.3677,0.6026,44,0,29
claude-3-5-sonnet,gps_imu,round_2,0.7379,0.6815,0.7212,0.9377,0.6113,0.9211,0.8420,0.8638,0.9211,37,12,37
claude-3-5-sonnet,gps_imu,round_3,0.3677,0.1881,0.3245,0.7708,0.1875,0.5197,0.4751,0.4662,0.5197,37,19,34
claude-3-5-sonnet,handler,round_1,0.2851,0.0677,0.0756,0.6084,0.3885,0.4774,0.2355,0.3292,0.4774,12,20,9
claude-3-5-sonnet,handler,round_2,0.9303,0.8654,0.8851,0.9707,0.0000,0.9604,0.9278,0.9604,0.9604,35,65,47
claude-3-5-sonnet,handler,round_3,0.6766,0.6303,0.6404,0.9063,0.5294,0.8669,0.7688,0.7721,0.8669,92,0,12
claude-3-5-sonnet,hmmwv,round_1,0.3227,0.1208,0.1395,0.7658,0.2646,0.6769,0.4270,0.3675,0.6769,74,0,25
claude-3-5-sonnet,hmmwv,round_2,0.5231,0.4717,0.4776,0.8453,0.2977,0.7495,0.6276,0.6756,0.7495,54,27,32
claude-3-5-sonnet,hmmwv,round_3,0.6381,0.6013,0.6119,0.8738,0.4653,0.9133,0.8380,0.8806,0.9110,22,32,37
claude-3-5-sonnet,kraz,round_1,0.3372,0.1426,0.1678,0.7288,0.3094,0.5683,0.3981,0.4032,0.5683,37,17,29
claude-3-5-sonnet,kraz,round_2,0.7162,0.5967,0.6244,0.9271,0.7165,0.8467,0.7757,0.7916,0.8467,57,17,20
claude-3-5-sonnet,kraz,round_3,0.5056,0.3833,0.3937,0.8885,0.3567,0.7873,0.6191,0.6987,0.7873,12,0,27
claude-3-5-sonnet,lidar,round_1,0.3181,0.0746,0.0847,0.6667,0.4465,0.4971,0.2391,0.3198,0.4913,25,14,7
claude-3-5-sonnet,lidar,round_2,0.6945,0.6164,0.6519,0.8912,0.6185,0.8438,0.7498,0.7960,0.8438,17,39,42
claude-3-5-sonnet,lidar,round_3,0.6594,0.6121,0.6261,0.8901,0.5092,0.8285,0.7326,0.7864,0.8252,25,17,22
claude-3-5-sonnet,m113,round_1,0.2906,0.0973,0.1259,0.6815,0.2578,0.5176,0.3462,0.3642,0.5176,79,0,32
claude-3-5-sonnet,m113,round_2,0.7885,0.7570,0.7649,0.9542,0.6777,0.9421,0.9015,0.9144,0.9421,82,12,34
claude-3-5-sonnet,m113,round_3,0.8039,0.7588,0.7835,0.9600,0.7131,0.9487,0.9029,0.8871,0.9487,12,12,42
claude-3-5-sonnet,man,round_1,0.2178,0.0095,0.0251,0.6529,0.1839,0.2124,0.0736,0.1776,0.2124,85,32,12
claude-3-5-sonnet,man,round_2,0.7170,0.7312,0.7987,0.9755,0.3624,0.9267,0.8892,0.9093,0.9267,24,12,29
claude-3-5-sonnet,man,round_3,0.6411,0.5562,0.5822,0.8853,0.5406,0.8542,0.7785,0.7093,0.8542,20,32,30
claude-3-5-sonnet,mass_spring_damper,round_1,0.3625,0.1089,0.1185,0.7315,0.4911,0.4522,0.1874,0.3170,0.4476,84,12,30
claude-3-5-sonnet,mass_spring_damper,round_2,0.6673,0.5247,0.5697,0.9306,0.6442,0.9035,0.8011,0.7480,0.9035,72,45,45
claude-3-5-sonnet,mass_spring_damper,round_3,0.7465,0.6327,0.6436,0.9824,0.7273,0.9179,0.8320,0.9017,0.9179,34,27,29
claude-3-5-sonnet,particles,round_1,0.2858,0.0584,0.0671,0.6546,0.3632,0.2834,0.0775,0.1417,0.2834,62,27,32
claude-3-5-sonnet,particles,round_2,0.8121,0.7383,0.7432,0.9563,0.8107,0.9419,0.8908,0.8692,0.9322,67,39,37
claude-3-5-sonnet,particles,round_3,0.6733,0.6723,0.6938,0.9331,0.3939,0.8362,0.7987,0.7904,0.8362,57,32,30
claude-3-5-sonnet,pendulum,round_1,0.3328,0.1040,0.1250,0.6803,0.4219,0.4628,0.2075,0.3554,0.4587,67,35,12
claude-3-5-sonnet,pendulum,round_2,0.6415,0.5476,0.5560,0.9163,0.5462,0.8521,0.7248,0.8166,0.8521,59,37,12
claude-3-5-sonnet,pendulum,round_3,0.6238,0.4927,0.5039,0.8825,0.6161,0.8594,0.7154,0.7639,0.8594,42,2,20
claude-3-5-sonnet,rigid_highway,round_1,0.3173,0.1202,0.1369,0.7221,0.2899,0.5393,0.2986,0.3371,0.5393,62,0,27
claude-3-5-sonnet,rigid_highway,round_2,0.8989,0.9140,0.9156,0.9784,0.7876,0.9790,0.9723,0.9790,0.9790,87,72,77
claude-3-5-sonnet,rigid_highway,round_3,0.8799,0.8993,0.9017,0.9850,0.7336,0.9795,0.9674,0.9771,0.9795,57,72,72
claude-3-5-sonnet,rigid_multipatches,round_1,0.3931,0.1760,0.1865,0.7949,0.4150,0.6414,0.4709,0.4899,0.6414,78,7,12
claude-3-5-sonnet,rigid_multipatches,round_2,0.7192,0.6947,0.7134,0.9486,0.5202,0.9122,0.8377,0.8721,0.9122,12,37,47
claude-3-5-sonnet,rigid_multipatches,round_3,0.9165,0.8310,0.8351,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,83,82,67
claude-3-5-sonnet,rotor,round_1,0.2874,0.0749,0.1000,0.6928,0.2820,0.4301,0.1841,0.2795,0.4301,74,0,17
claude-3-5-sonnet,rotor,round_2,0.8009,0.7883,0.7956,0.9129,0.7068,0.9335,0.8759,0.9220,0.9335,81,45,50
claude-3-5-sonnet,rotor,round_3,0.6260,0.5930,0.5991,0.8134,0.4984,0.9269,0.8126,0.8129,0.9250,49,42,64
claude-3-5-sonnet,scm,round_1,0.3057,0.0872,0.1004,0.7225,0.3125,0.5383,0.3203,0.3474,0.5383,55,0,30
claude-3-5-sonnet,scm,round_2,0.6465,0.6789,0.6802,0.9582,0.2687,0.9064,0.8574,0.8933,0.9064,39,17,24
claude-3-5-sonnet,scm,round_3,0.6670,0.6179,0.6290,0.8546,0.5664,0.8473,0.7648,0.6985,0.8454,45,25,27
claude-3-5-sonnet,scm_hill,round_1,0.2797,0.0755,0.0830,0.7019,0.2582,0.4857,0.2493,0.3171,0.4857,37,7,27
claude-3-5-sonnet,scm_hill,round_2,0.6220,0.5214,0.5449,0.8836,0.5380,0.8520,0.7743,0.6937,0.8520,74,27,22
claude-3-5-sonnet,scm_hill,round_3,0.7808,0.7700,0.7750,0.9307,0.6476,0.9268,0.8945,0.9081,0.9268,58,34,29
claude-3-5-sonnet,sedan,round_1,0.1992,0.0128,0.0332,0.6311,0.1195,0.2460,0.0916,0.2063,0.2421,84,12,7
claude-3-5-sonnet,sedan,round_2,0.6375,0.4630,0.5133,0.9236,0.6503,0.7636,0.6318,0.7451,0.7636,12,35,39
claude-3-5-sonnet,sedan,round_3,0.5494,0.4872,0.4961,0.8697,0.3448,0.8105,0.6921,0.7190,0.8083,12,22,40
claude-3-5-sonnet,sensros,round_1,0.2510,0.0333,0.0377,0.6829,0.2500,0.4232,0.1574,0.2844,0.4209,47,0,12
claude-3-5-sonnet,sensros,round_2,0.8467,0.8434,0.8468,0.9591,0.7375,0.9661,0.9408,0.9614,0.9661,67,22,42
claude-3-5-sonnet,sensros,round_3,0.9325,0.8865,0.9033,0.9751,0.9650,0.9799,0.9628,0.9799,0.9799,12,35,17
claude-3-5-sonnet,slider_crank,round_1,0.3062,0.0498,0.0540,0.6159,0.5053,0.4716,0.1309,0.2943,0.4716,49,0,25
claude-3-5-sonnet,slider_crank,round_2,0.5972,0.4863,0.5604,0.8701,0.4718,0.8497,0.7331,0.7787,0.8497,38,12,44
claude-3-5-sonnet,slider_crank,round_3,0.7957,0.6445,0.6530,0.9769,0.9084,0.9306,0.8449,0.9135,0.9306,77,44,54
claude-3-5-sonnet,tablecloth,round_1,0.2858,0.0615,0.0779,0.7462,0.2577,0.3926,0.1598,0.3129,0.3898,47,0,30
claude-3-5-sonnet,tablecloth,round_2,0.6420,0.6872,0.7116,0.8722,0.2968,0.9137,0.8551,0.8373,0.9137,49,56,71
claude-3-5-sonnet,tablecloth,round_3,0.9965,0.9939,0.9941,0.9980,1.0000,0.9980,0.9960,0.9980,0.9980,42,68,38
claude-3-5-sonnet,turtlebot,round_1,0.2952,0.0743,0.0859,0.6174,0.4031,0.4541,0.1889,0.3257,0.4404,65,37,27
claude-3-5-sonnet,turtlebot,round_2,0.7016,0.5607,0.5793,0.8374,0.8289,0.9484,0.8481,0.8885,0.9484,82,62,36
claude-3-5-sonnet,turtlebot,round_3,0.4489,0.3650,0.3849,0.7687,0.2770,0.7780,0.6360,0.6502,0.7758,70,0,42
claude-3-5-sonnet,uazbus,round_1,0.3419,0.1419,0.1658,0.7190,0.3408,0.6405,0.4515,0.4381,0.6405,32,2,0
claude-3-5-sonnet,uazbus,round_2,0.7452,0.5958,0.6788,0.9147,0.7913,0.8388,0.7628,0.8143,0.8388,80,29,29
claude-3-5-sonnet,uazbus,round_3,0.8043,0.7899,0.7932,0.9554,0.6787,0.9541,0.9225,0.8889,0.9541,44,0,16
claude-3-5-sonnet,veh_app,round_1,0.3198,0.1411,0.1558,0.6838,0.2984,0.5492,0.3713,0.3627,0.5492,62,0,37
claude-3-5-sonnet,veh_app,round_2,0.8248,0.7491,0.7676,0.9591,0.8232,0.9115,0.8439,0.8981,0.9115,14,0,64
claude-3-5-sonnet,veh_app,round_3,0.7846,0.6955,0.7004,0.9585,0.7837,0.9138,0.8345,0.8707,0.9066,67,0,17
claude-3-5-sonnet,vehros,round_1,0.3324,0.0721,0.0945,0.7703,0.3929,0.4606,0.2434,0.2869,0.4606,79,2,17
claude-3-5-sonnet,vehros,round_2,0.6144,0.4931,0.5242,0.8871,0.5532,0.8593,0.7958,0.7425,0.8563,50,45,37
claude-3-5-sonnet,vehros,round_3,0.6709,0.6091,0.6221,0.8994,0.5531,0.8913,0.8112,0.8335,0.8893,90,37,12
claude-3-5-sonnet,viper,round_1,0.2968,0.1049,0.1108,0.6807,0.2910,0.6079,0.3097,0.4493,0.6035,30,27,0
claude-3-5-sonnet,viper,round_2,0.9212,0.8406,0.8440,1.0000,1.0000,0.9602,0.9231,0.9602,0.9602,67,52,44
claude-3-5-sonnet,viper,round_3,0.6719,0.6770,0.7594,0.9091,0.3419,0.8623,0.7896,0.8383,0.8623,80,12,40
claude-3-7-sonnet-20250219,art,round_1,0.2994,0.0775,0.0837,0.7754,0.2611,0.6094,0.3306,0.3573,0.6066,88,35,25
claude-3-7-sonnet-20250219,art,round_2,0.9744,0.9482,0.9493,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,15,80,90
claude-3-7-sonnet-20250219,art,round_3,0.9351,0.9130,0.9143,0.9973,0.9159,0.9974,0.9871,0.9821,0.9974,47,82,83
claude-3-7-sonnet-20250219,beam,round_1,0.3543,0.1341,0.1442,0.8120,0.3270,0.4448,0.2246,0.3098,0.4448,14,25,25
claude-3-7-sonnet-20250219,beam,round_2,0.7485,0.6023,0.7104,0.9903,0.6910,0.9019,0.8393,0.8756,0.8971,47,67,47
claude-3-7-sonnet-20250219,beam,round_3,0.8014,0.7836,0.8182,0.9860,0.6179,0.9679,0.9416,0.9394,0.9631,90,54,57
claude-3-7-sonnet-20250219,buckling,round_1,0.2936,0.0651,0.0729,0.7512,0.2854,0.3918,0.1675,0.1984,0.3885,54,27,42
claude-3-7-sonnet-20250219,buckling,round_2,0.7706,0.7603,0.7832,0.9758,0.5633,0.9324,0.8821,0.9279,0.9324,85,40,52
claude-3-7-sonnet-20250219,buckling,round_3,0.6226,0.4516,0.4694,0.9564,0.6129,0.8532,0.6931,0.8213,0.8532,82,19,22
claude-3-7-sonnet-20250219,cable,round_1,0.3320,0.0190,0.0474,0.8495,0.4122,0.2947,0.0930,0.1883,0.2947,70,12,27
claude-3-7-sonnet-20250219,cable,round_2,0.9523,0.9048,0.9081,0.9965,1.0000,0.9884,0.9805,0.9767,0.9884,74,68,80
claude-3-7-sonnet-20250219,cable,round_3,0.4736,0.3513,0.3695,0.7982,0.3754,0.7103,0.5673,0.6171,0.7103,64,35,42
claude-3-7-sonnet-20250219,camera,round_1,0.2671,0.0515,0.0545,0.5944,0.3680,0.4673,0.2081,0.2928,0.4673,60,32,30
claude-3-7-sonnet-20250219,camera,round_2,0.9705,0.9823,0.9830,0.9924,0.9244,0.9954,0.9931,0.9954,0.9954,54,72,59
claude-3-7-sonnet-20250219,camera,round_3,0.8462,0.8988,0.9247,0.9700,0.5914,0.9592,0.9304,0.9526,0.9592,12,37,20
claude-3-7-sonnet-20250219,citybus,round_1,0.3332,0.0971,0.1030,0.7213,0.4115,0.5519,0.2868,0.3038,0.5494,67,0,35
claude-3-7-sonnet-20250219,citybus,round_2,0.7671,0.8213,0.8254,0.9429,0.4790,0.9612,0.9410,0.9587,0.9612,32,47,47
claude-3-7-sonnet-20250219,citybus,round_3,0.9685,0.9364,0.9377,1.0000,1.0000,0.9961,0.9936,0.9961,0.9961,64,85,57
claude-3-7-sonnet-20250219,curiosity,round_1,0.3931,0.0496,0.1408,0.7723,0.6098,0.3307,0.1988,0.2525,0.3246,52,24,29
claude-3-7-sonnet-20250219,curiosity,round_2,0.7080,0.6048,0.6495,0.9390,0.6389,0.8679,0.7644,0.8600,0.8679,67,49,34
claude-3-7-sonnet-20250219,curiosity,round_3,0.6390,0.4606,0.4723,0.9040,0.7191,0.7965,0.6418,0.7469,0.7940,47,22,44
claude-3-7-sonnet-20250219,feda,round_1,0.3335,0.1128,0.1193,0.7521,0.3498,0.5561,0.3043,0.2959,0.5536,84,22,37
claude-3-7-sonnet-20250219,feda,round_2,0.8751,0.8506,0.8541,0.9579,0.8376,0.9770,0.9564,0.9616,0.9770,55,72,67
claude-3-7-sonnet-20250219,feda,round_3,0.7322,0.6741,0.6799,0.9154,0.6593,0.8547,0.7802,0.7540,0.8509,30,25,17
claude-3-7-sonnet-20250219,gator,round_1,0.3845,0.1536,0.1696,0.8292,0.3857,0.5781,0.3600,0.3542,0.5781,87,10,12
claude-3-7-sonnet-20250219,gator,round_2,0.6445,0.5476,0.6739,0.9486,0.4081,0.8278,0.7471,0.7672,0.8260,12,14,50
claude-3-7-sonnet-20250219,gator,round_3,0.9298,0.9125,0.9142,1.0000,0.8924,0.9921,0.9815,0.9921,0.9921,90,73,75
claude-3-7-sonnet-20250219,gear,round_1,0.3114,0.0572,0.0857,0.6359,0.4669,0.3436,0.1366,0.2465,0.3436,52,34,37
claude-3-7-sonnet-20250219,gear,round_2,0.7741,0.6988,0.7043,0.9199,0.7735,0.9087,0.8343,0.8994,0.9087,74,39,49
claude-3-7-sonnet-20250219,gear,round_3,0.6092,0.3946,0.4960,0.9418,0.6043,0.7785,0.6589,0.7578,0.7785,75,57,62
claude-3-7-sonnet-20250219,gps_imu,round_1,0.3559,0.1138,0.1344,0.7854,0.3898,0.6186,0.3691,0.3123,0.6186,72,20,27
claude-3-7-sonnet-20250219,gps_imu,round_2,0.8292,0.7572,0.8098,0.9396,0.8101,0.9244,0.8554,0.8746,0.9244,12,0,32
claude-3-7-sonnet-20250219,gps_imu,round_3,0.7772,0.8546,0.9121,0.9819,0.3601,0.9522,0.9248,0.9215,0.9522,69,67,92
claude-3-7-sonnet-20250219,handler,round_1,0.2856,0.0321,0.0346,0.6236,0.4522,0.5249,0.2346,0.3142,0.5249,35,0,20
claude-3-7-sonnet-20250219,handler,round_2,0.9670,0.9432,0.9613,0.9634,0.0000,0.9802,0.9620,0.9766,0.9802,47,55,65
claude-3-7-sonnet-20250219,handler,round_3,0.7113,0.6375,0.6456,0.8608,0.7014,0.8892,0.7922,0.7432,0.8892,64,25,30
claude-3-7-sonnet-20250219,hmmwv,round_1,0.2930,0.0783,0.0914,0.7107,0.2915,0.4891,0.2686,0.2969,0.4891,83,25,0
claude-3-7-sonnet-20250219,hmmwv,round_2,0.5933,0.5328,0.6062,0.8686,0.3657,0.7541,0.6589,0.6847,0.7541,12,12,35
claude-3-7-sonnet-20250219,hmmwv,round_3,0.6903,0.6844,0.6921,0.8786,0.5061,0.9349,0.8741,0.9116,0.9349,27,54,47
claude-3-7-sonnet-20250219,kraz,round_1,0.3398,0.0653,0.0689,0.7853,0.4395,0.5232,0.2850,0.2948,0.5179,87,25,12
claude-3-7-sonnet-20250219,kraz,round_2,0.7597,0.5638,0.6912,0.9412,0.8425,0.8116,0.7430,0.7575,0.8116,64,67,74
claude-3-7-sonnet-20250219,kraz,round_3,0.5584,0.4074,0.4905,0.9086,0.4270,0.7678,0.5911,0.6370,0.7678,12,0,27
claude-3-7-sonnet-20250219,lidar,round_1,0.3132,0.0791,0.0886,0.6012,0.4837,0.5020,0.2216,0.3043,0.4967,82,12,37
claude-3-7-sonnet-20250219,lidar,round_2,0.7531,0.6389,0.8141,0.9629,0.5963,0.8327,0.7869,0.8273,0.8327,0,12,12
claude-3-7-sonnet-20250219,lidar,round_3,0.6720,0.6548,0.6710,0.8688,0.4934,0.8153,0.7276,0.7576,0.8153,12,0,14
claude-3-7-sonnet-20250219,m113,round_1,0.3211,0.0894,0.0990,0.7493,0.3467,0.5437,0.2942,0.3392,0.5410,79,7,25
claude-3-7-sonnet-20250219,m113,round_2,0.8861,0.8255,0.8495,0.9596,0.9100,0.9508,0.9229,0.9306,0.9508,82,44,22
claude-3-7-sonnet-20250219,m113,round_3,0.8504,0.8390,0.8578,0.9718,0.7331,0.9591,0.9180,0.8932,0.9591,12,64,14
claude-3-7-sonnet-20250219,man,round_1,0.3683,0.1357,0.1402,0.7713,0.4260,0.6345,0.3766,0.3731,0.6345,84,12,37
claude-3-7-sonnet-20250219,man,round_2,0.8225,0.7963,0.8806,0.9755,0.6376,0.9265,0.8968,0.9093,0.9265,32,69,59
claude-3-7-sonnet-20250219,man,round_3,0.6904,0.6144,0.6232,0.8966,0.6275,0.8437,0.7494,0.6712,0.8403,12,12,22
claude-3-7-sonnet-20250219,mass_spring_damper,round_1,0.4239,0.1549,0.1681,0.8102,0.5625,0.5330,0.2701,0.4434,0.5283,84,37,44
claude-3-7-sonnet-20250219,mass_spring_damper,round_2,0.6026,0.4165,0.5114,0.9249,0.5577,0.8319,0.7208,0.6699,0.8319,82,49,60
claude-3-7-sonnet-20250219,mass_spring_damper,round_3,0.9435,0.8876,0.8890,0.9975,1.0000,0.9825,0.9683,0.9731,0.9825,39,52,68
claude-3-7-sonnet-20250219,particles,round_1,0.3309,0.0305,0.0830,0.7474,0.4627,0.2638,0.0998,0.1421,0.2620,52,27,29
claude-3-7-sonnet-20250219,particles,round_2,0.8871,0.8706,0.8707,0.9760,0.8313,0.9685,0.9490,0.9201,0.9685,62,57,70
claude-3-7-sonnet-20250219,particles,round_3,0.8668,0.7889,0.7896,0.9796,0.9091,0.9297,0.8913,0.8755,0.9297,57,48,67
claude-3-7-sonnet-20250219,pendulum,round_1,0.3384,0.0750,0.1226,0.6639,0.4922,0.4429,0.2118,0.3633,0.4394,84,37,47
claude-3-7-sonnet-20250219,pendulum,round_2,0.6233,0.4606,0.5288,0.8884,0.6154,0.8103,0.6654,0.7808,0.8103,72,37,42
claude-3-7-sonnet-20250219,pendulum,round_3,0.6464,0.5317,0.5411,0.8682,0.6445,0.8665,0.7270,0.8298,0.8613,67,22,37
claude-3-7-sonnet-20250219,rigid_highway,round_1,0.3154,0.0513,0.0592,0.7688,0.3824,0.4906,0.1913,0.2464,0.4861,74,0,12
claude-3-7-sonnet-20250219,rigid_highway,round_2,0.8567,0.8192,0.8848,0.9736,0.7490,0.9136,0.8968,0.9116,0.9136,88,52,67
claude-3-7-sonnet-20250219,rigid_highway,round_3,0.8696,0.9044,0.9189,0.9625,0.6926,0.9654,0.9486,0.9464,0.9654,12,90,82
claude-3-7-sonnet-20250219,rigid_multipatches,round_1,0.5173,0.1056,0.1571,0.8065,0.0000,0.5572,0.3371,0.3161,0.5572,87,17,27
claude-3-7-sonnet-20250219,rigid_multipatches,round_2,0.7831,0.7469,0.7662,0.9547,0.6647,0.9255,0.8567,0.8789,0.9255,27,34,37
claude-3-7-sonnet-20250219,rigid_multipatches,round_3,0.9259,0.8501,0.8537,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,17,83,72
claude-3-7-sonnet-20250219,rotor,round_1,0.2782,0.0843,0.0895,0.6797,0.2594,0.4385,0.1909,0.2946,0.4297,69,0,20
claude-3-7-sonnet-20250219,rotor,round_2,0.9744,0.9454,0.9581,0.9978,0.9962,0.9954,0.9931,0.9954,0.9931,43,90,85
claude-3-7-sonnet-20250219,rotor,round_3,0.7059,0.6721,0.6802,0.8750,0.5962,0.9318,0.8292,0.8125,0.9318,12,44,47
claude-3-7-sonnet-20250219,scm,round_1,0.3802,0.1620,0.2072,0.8006,0.3510,0.6132,0.3948,0.3892,0.6132,78,37,32
claude-3-7-sonnet-20250219,scm,round_2,0.6290,0.6137,0.6218,0.9791,0.3015,0.8981,0.8423,0.8759,0.8981,27,59,72
claude-3-7-sonnet-20250219,scm,round_3,0.6691,0.5204,0.6445,0.8802,0.6313,0.7557,0.6515,0.6149,0.7540,12,12,29
claude-3-7-sonnet-20250219,scm_hill,round_1,0.3147,0.0628,0.0759,0.7493,0.3709,0.5243,0.2735,0.3108,0.5172,65,0,27
claude-3-7-sonnet-20250219,scm_hill,round_2,0.7019,0.6186,0.6384,0.9046,0.6462,0.8249,0.7365,0.6855,0.8199,12,30,32
claude-3-7-sonnet-20250219,scm_hill,round_3,0.8389,0.8566,0.8604,0.9778,0.6608,0.9506,0.9271,0.9429,0.9506,80,59,57
claude-3-7-sonnet-20250219,sedan,round_1,0.3428,0.1054,0.1225,0.7760,0.3673,0.5752,0.3086,0.3031,0.5728,44,27,27
claude-3-7-sonnet-20250219,sedan,round_2,0.5674,0.3359,0.4542,0.9469,0.5327,0.7121,0.5604,0.6716,0.7121,37,14,52
