Model,System,Round,Score Document,Score Reference,Score Ref+Doc
deepseek-r1,art,first,0,1,9
deepseek-r1,art,second,0,2,
deepseek-r1,art,third,85,6,
deepseek-r1-32b,feda,gpt-4.1-mini,second,0,,
deepseek-r1-32b,feda,gpt-4.1-mini,third,0,0,
deepseek-r1-32b,feda,gpt-4.1-nano,first,0,3,
deepseek-r1-32b,feda,gpt-4.1-nano,second,10,,
deepseek-r1-32b,feda,gpt-4.1-nano,third,10,,
deepseek-r1-32b,feda,gpt-4o-mini,first,0,7,9
deepseek-r1-32b,feda,gpt-4o-mini,second,0,3,8
deepseek-r1-32b,feda,gpt-4o-mini,third,10,0,9
deepseek-r1-32b,gator,first,0,2,
deepseek-r1-32b,gator,second,10,35,10
deepseek-r1-32b,gator,third,5,75,10
deepseek-r1-32b,gator,gpt-4.1-mini,first,0,0,0
deepseek-r1-32b,gator,gpt-4.1-mini,second,0,0,
deepseek-r1-32b,gator,gpt-4.1-mini,third,0,40,5
deepseek-r1-32b,gator,gpt-4.1-nano,first,10,10,
deepseek-r1-32b,gator,gpt-4.1-nano,second,20,4,
deepseek-r1-32b,gator,gpt-4.1-nano,third,20,2,
deepseek-r1-32b,gator,gpt-4o-mini,first,0,56,9
deepseek-r1-32b,gator,gpt-4o-mini,second,5,,
deepseek-r1-32b,gator,gpt-4o-mini,third,0,2,10
deepseek-r1-32b,gear,first,10,,
deepseek-r1-32b,gear,second,0,35,
deepseek-r1-32b,gear,third,10,30,9
deepseek-r1-32b,gear,gpt-4.1-mini,first,0,0,
deepseek-r1-32b,gear,gpt-4.1-mini,second,0,,5
deepseek-r1-32b,gear,gpt-4.1-mini,third,0,0,10
deepseek-r1-32b,gear,gpt-4.1-nano,first,20,,
deepseek-r1-32b,gear,gpt-4.1-nano,second,10,,
deepseek-r1-32b,gear,gpt-4.1-nano,third,20,,
deepseek-r1-32b,gear,gpt-4o-mini,first,0,58,
deepseek-r1-32b,gear,gpt-4o-mini,second,0,0,
deepseek-r1-32b,gear,gpt-4o-mini,third,0,65,10
deepseek-r1-32b,gps_imu,first,0,2,9
deepseek-r1-32b,gps_imu,second,0,3,10
deepseek-r1-32b,gps_imu,third,0,1,10
deepseek-r1-32b,gps_imu,gpt-4.1-mini,first,0,0,0
deepseek-r1-32b,gps_imu,gpt-4.1-mini,second,0,,10
deepseek-r1-32b,gps_imu,gpt-4.1-mini,third,0,0,0
deepseek-r1-32b,gps_imu,gpt-4.1-nano,first,20,,
deepseek-r1-32b,gps_imu,gpt-4.1-nano,second,20,8,
deepseek-r1-32b,gps_imu,gpt-4.1-nano,third,10,,
deepseek-r1-32b,gps_imu,gpt-4o-mini,first,0,,10
deepseek-r1-32b,gps_imu,gpt-4o-mini,second,10,7,9
deepseek-r1-32b,gps_imu,gpt-4o-mini,third,20,,
deepseek-r1-32b,handler,first,5,4,
deepseek-r1-32b,handler,second,5,7,8
deepseek-r1-32b,handler,third,10,3,9
deepseek-r1-32b,handler,gpt-4.1-mini,first,0,0,0
deepseek-r1-32b,handler,gpt-4.1-mini,second,0,0,0
deepseek-r1-32b,handler,gpt-4.1-mini,third,0,0,10
deepseek-r1-32b,handler,gpt-4.1-nano,first,10,4,
deepseek-r1-32b,handler,gpt-4.1-nano,second,10,7,1
deepseek-r1-32b,handler,gpt-4.1-nano,third,20,,
deepseek-r1-32b,handler,gpt-4o-mini,first,10,0,10
deepseek-r1-32b,handler,gpt-4o-mini,second,10,,10
deepseek-r1-32b,handler,gpt-4o-mini,third,10,,9
deepseek-r1-32b,hmmwv,first,10,2,9
deepseek-r1-32b,hmmwv,second,0,2,10
deepseek-r1-32b,hmmwv,third,10,4,10
deepseek-r1-32b,hmmwv,gpt-4.1-mini,first,0,0,0
deepseek-r1-32b,hmmwv,gpt-4.1-mini,second,0,0,5
deepseek-r1-32b,hmmwv,gpt-4.1-mini,third,0,0,
deepseek-r1-32b,hmmwv,gpt-4.1-nano,first,20,7,
deepseek-r1-32b,hmmwv,gpt-4.1-nano,second,20,3,
deepseek-r1-32b,hmmwv,gpt-4.1-nano,third,20,3,
deepseek-r1-32b,hmmwv,gpt-4o-mini,first,0,1,10
deepseek-r1-32b,hmmwv,gpt-4o-mini,second,0,2,9
deepseek-r1-32b,hmmwv,gpt-4o-mini,third,0,1,9
deepseek-r1-32b,kraz,first,0,0,8
deepseek-r1-32b,kraz,second,10,,
deepseek-r1-32b,kraz,third,0,10,
deepseek-r1-32b,kraz,gpt-4.1-mini,first,0,0,10
deepseek-r1-32b,kraz,gpt-4.1-mini,second,0,0,10
deepseek-r1-32b,kraz,gpt-4.1-mini,third,0,0,10
deepseek-r1-32b,kraz,gpt-4.1-nano,first,10,7,
deepseek-r1-32b,kraz,gpt-4.1-nano,second,10,,
deepseek-r1-32b,kraz,gpt-4.1-nano,third,20,0,
deepseek-r1-32b,kraz,gpt-4o-mini,first,10,0,10
deepseek-r1-32b,kraz,gpt-4o-mini,second,0,2,
deepseek-r1-32b,kraz,gpt-4o-mini,third,0,3,
deepseek-r1-32b,lidar,first,10,4,5
deepseek-r1-32b,lidar,second,0,5,7
deepseek-r1-32b,lidar,third,0,4,4
deepseek-r1-32b,lidar,gpt-4.1-mini,first,0,0,
deepseek-r1-32b,lidar,gpt-4.1-mini,second,0,0,0
deepseek-r1-32b,lidar,gpt-4.1-mini,third,0,0,
deepseek-r1-32b,lidar,gpt-4.1-nano,first,10,84,
deepseek-r1-32b,lidar,gpt-4.1-nano,second,20,3,
deepseek-r1-32b,lidar,gpt-4.1-nano,third,20,77,
deepseek-r1-32b,lidar,gpt-4o-mini,first,0,2,7
deepseek-r1-32b,lidar,gpt-4o-mini,second,0,2,7
deepseek-r1-32b,lidar,gpt-4o-mini,third,0,2,
deepseek-r1-32b,m113,first,0,10,10
deepseek-r1-32b,m113,second,0,3,9
deepseek-r1-32b,m113,third,0,65,
deepseek-r1-32b,m113,gpt-4.1-mini,first,0,40,
deepseek-r1-32b,m113,gpt-4.1-mini,second,0,0,0
deepseek-r1-32b,m113,gpt-4.1-mini,third,0,0,10
deepseek-r1-32b,m113,gpt-4.1-nano,first,10,0,
deepseek-r1-32b,m113,gpt-4.1-nano,second,10,,
deepseek-r1-32b,m113,gpt-4.1-nano,third,10,8,
deepseek-r1-32b,m113,gpt-4o-mini,first,10,2,9
deepseek-r1-32b,m113,gpt-4o-mini,second,10,25,
deepseek-r1-32b,m113,gpt-4o-mini,third,10,8,
deepseek-r1-32b,man,first,10,4,9
deepseek-r1-32b,man,second,0,,10
deepseek-r1-32b,man,third,0,7,10
deepseek-r1-32b,man,gpt-4.1-mini,first,0,,
deepseek-r1-32b,man,gpt-4.1-mini,second,0,,
deepseek-r1-32b,man,gpt-4.1-mini,third,0,0,10
deepseek-r1-32b,man,gpt-4.1-nano,first,15,1,
deepseek-r1-32b,man,gpt-4.1-nano,second,20,6,
deepseek-r1-32b,man,gpt-4.1-nano,third,40,0,
deepseek-r1-32b,man,gpt-4o-mini,first,0,,
deepseek-r1-32b,man,gpt-4o-mini,second,10,0,10
deepseek-r1-32b,man,gpt-4o-mini,third,10,40,9
deepseek-r1-32b,mass_spring_damper,first,0,3,10
deepseek-r1-32b,mass_spring_damper,second,10,10,9
deepseek-r1-32b,mass_spring_damper,third,10,100,10
deepseek-r1-32b,mass_spring_damper,gpt-4.1-mini,first,0,,10
deepseek-r1-32b,mass_spring_damper,gpt-4.1-mini,second,0,0,0
deepseek-r1-32b,mass_spring_damper,gpt-4.1-mini,third,0,0,10
deepseek-r1-32b,mass_spring_damper,gpt-4.1-nano,first,30,0,
deepseek-r1-32b,mass_spring_damper,gpt-4.1-nano,second,20,,
deepseek-r1-32b,mass_spring_damper,gpt-4.1-nano,third,10,3,
deepseek-r1-32b,mass_spring_damper,gpt-4o-mini,first,10,0,10
deepseek-r1-32b,mass_spring_damper,gpt-4o-mini,second,10,2,10
deepseek-r1-32b,mass_spring_damper,gpt-4o-mini,third,10,10,10
deepseek-r1-32b,particles,first,5,0,9
deepseek-r1-32b,particles,second,0,42,9
deepseek-r1-32b,particles,third,10,3,8
deepseek-r1-32b,particles,gpt-4.1-mini,first,0,0,10
deepseek-r1-32b,particles,gpt-4.1-mini,second,0,0,
deepseek-r1-32b,particles,gpt-4.1-mini,third,0,0,
deepseek-r1-32b,particles,gpt-4.1-nano,first,30,6,
deepseek-r1-32b,particles,gpt-4.1-nano,second,10,,
deepseek-r1-32b,particles,gpt-4.1-nano,third,20,94,
deepseek-r1-32b,particles,gpt-4o-mini,first,0,,9
deepseek-r1-32b,particles,gpt-4o-mini,second,0,4,8
deepseek-r1-32b,particles,gpt-4o-mini,third,0,0,
deepseek-r1-32b,pendulum,first,0,1,10
deepseek-r1-32b,pendulum,second,0,70,8
deepseek-r1-32b,pendulum,third,0,0,9
deepseek-r1-32b,pendulum,gpt-4.1-mini,first,0,0,0
deepseek-r1-32b,pendulum,gpt-4.1-mini,second,0,0,0
deepseek-r1-32b,pendulum,gpt-4.1-mini,third,0,0,4
deepseek-r1-32b,pendulum,gpt-4.1-nano,first,10,4,
deepseek-r1-32b,pendulum,gpt-4.1-nano,second,10,1,
deepseek-r1-32b,pendulum,gpt-4.1-nano,third,20,,
deepseek-r1-32b,pendulum,gpt-4o-mini,first,10,4,9
deepseek-r1-32b,pendulum,gpt-4o-mini,second,0,1,8
deepseek-r1-32b,pendulum,gpt-4o-mini,third,10,0,10
deepseek-r1-32b,rigid_highway,first,0,,10
deepseek-r1-32b,rigid_highway,second,0,5,9
deepseek-r1-32b,rigid_highway,third,0,3,
deepseek-r1-32b,rigid_highway,gpt-4.1-mini,first,0,0,0
deepseek-r1-32b,rigid_highway,gpt-4.1-mini,second,0,0,5
deepseek-r1-32b,rigid_highway,gpt-4.1-mini,third,0,0,10
deepseek-r1-32b,rigid_highway,gpt-4.1-nano,first,40,75,
deepseek-r1-32b,rigid_highway,gpt-4.1-nano,second,40,1,
deepseek-r1-32b,rigid_highway,gpt-4.1-nano,third,10,3,
deepseek-r1-32b,rigid_highway,gpt-4o-mini,first,10,2,9
deepseek-r1-32b,rigid_highway,gpt-4o-mini,second,0,94,9
deepseek-r1-32b,rigid_highway,gpt-4o-mini,third,10,20,
deepseek-r1-32b,rigid_multipatches,first,10,4,7
deepseek-r1-32b,rigid_multipatches,second,0,3,7
deepseek-r1-32b,rigid_multipatches,third,0,2,7
deepseek-r1-32b,rigid_multipatches,gpt-4.1-mini,first,0,0,0
deepseek-r1-32b,rigid_multipatches,gpt-4.1-mini,second,0,0,
deepseek-r1-32b,rigid_multipatches,gpt-4.1-mini,third,0,0,10
deepseek-r1-32b,rigid_multipatches,gpt-4.1-nano,first,10,76,0
deepseek-r1-32b,rigid_multipatches,gpt-4.1-nano,second,25,0,
deepseek-r1-32b,rigid_multipatches,gpt-4.1-nano,third,20,2,
deepseek-r1-32b,rigid_multipatches,gpt-4o-mini,first,0,,
deepseek-r1-32b,rigid_multipatches,gpt-4o-mini,second,10,2,
deepseek-r1-32b,rigid_multipatches,gpt-4o-mini,third,10,4,
deepseek-r1-32b,rotor,first,10,65,9
deepseek-r1-32b,rotor,second,0,4,9
deepseek-r1-32b,rotor,third,0,2,9
deepseek-r1-32b,rotor,gpt-4.1-mini,first,0,,
deepseek-r1-32b,rotor,gpt-4.1-mini,second,0,0,
deepseek-r1-32b,rotor,gpt-4.1-mini,third,0,,10
deepseek-r1-32b,rotor,gpt-4.1-nano,first,40,4,
deepseek-r1-32b,rotor,gpt-4.1-nano,second,20,8,
deepseek-r1-32b,rotor,gpt-4.1-nano,third,20,,
deepseek-r1-32b,rotor,gpt-4o-mini,first,0,,8
deepseek-r1-32b,rotor,gpt-4o-mini,second,0,,
deepseek-r1-32b,rotor,gpt-4o-mini,third,0,0,
deepseek-r1-32b,scm,first,0,,10
deepseek-r1-32b,scm,second,10,2,10
deepseek-r1-32b,scm,third,0,3,9
deepseek-r1-32b,scm,gpt-4.1-mini,first,0,0,0
deepseek-r1-32b,scm,gpt-4.1-mini,second,0,50,
deepseek-r1-32b,scm,gpt-4.1-mini,third,0,0,
deepseek-r1-32b,scm,gpt-4.1-nano,first,20,7,10
deepseek-r1-32b,scm,gpt-4.1-nano,second,20,4,
deepseek-r1-32b,scm,gpt-4.1-nano,third,10,5,
deepseek-r1-32b,scm,gpt-4o-mini,first,10,3,9
deepseek-r1-32b,scm,gpt-4o-mini,second,0,55,10
deepseek-r1-32b,scm,gpt-4o-mini,third,10,0,
deepseek-r1-32b,scm_hill,first,0,3,8
deepseek-r1-32b,scm_hill,second,10,4,9
deepseek-r1-32b,scm_hill,third,10,1,9
deepseek-r1-32b,scm_hill,gpt-4.1-mini,first,0,0,0
deepseek-r1-32b,scm_hill,gpt-4.1-mini,second,0,0,0
deepseek-r1-32b,scm_hill,gpt-4.1-mini,third,0,0,
deepseek-r1-32b,scm_hill,gpt-4.1-nano,first,0,4,
deepseek-r1-32b,scm_hill,gpt-4.1-nano,second,10,,
deepseek-r1-32b,scm_hill,gpt-4.1-nano,third,20,,
deepseek-r1-32b,scm_hill,gpt-4o-mini,first,0,7,
deepseek-r1-32b,scm_hill,gpt-4o-mini,second,0,1,9
deepseek-r1-32b,scm_hill,gpt-4o-mini,third,0,,8
deepseek-r1-32b,sedan,first,10,0,8
deepseek-r1-32b,sedan,second,0,3,10
deepseek-r1-32b,sedan,third,0,,7
deepseek-r1-32b,sedan,gpt-4.1-mini,first,0,,10
deepseek-r1-32b,sedan,gpt-4.1-mini,second,0,0,10
deepseek-r1-32b,sedan,gpt-4.1-mini,third,0,0,
deepseek-r1-32b,sedan,gpt-4.1-nano,first,30,7,
deepseek-r1-32b,sedan,gpt-4.1-nano,second,20,0,
deepseek-r1-32b,sedan,gpt-4.1-nano,third,10,4,
deepseek-r1-32b,sedan,gpt-4o-mini,first,0,0,10
deepseek-r1-32b,sedan,gpt-4o-mini,second,0,2,9
deepseek-r1-32b,sedan,gpt-4o-mini,third,0,4,8
deepseek-r1-32b,sensros,first,5,0,9
deepseek-r1-32b,sensros,second,10,1,9
deepseek-r1-32b,sensros,third,10,0,9
deepseek-r1-32b,sensros,gpt-4.1-mini,first,0,0,
deepseek-r1-32b,sensros,gpt-4.1-mini,second,0,0,0
deepseek-r1-32b,sensros,gpt-4.1-mini,third,0,0,10
deepseek-r1-32b,sensros,gpt-4.1-nano,first,10,3,
deepseek-r1-32b,sensros,gpt-4.1-nano,second,20,4,
deepseek-r1-32b,sensros,gpt-4.1-nano,third,20,95,
deepseek-r1-32b,sensros,gpt-4o-mini,first,10,0,9
deepseek-r1-32b,sensros,gpt-4o-mini,second,5,82,8
deepseek-r1-32b,sensros,gpt-4o-mini,third,0,40,
deepseek-r1-32b,slider_crank,first,0,10,10
deepseek-r1-32b,slider_crank,second,0,2,10
deepseek-r1-32b,slider_crank,third,0,1,9
deepseek-r1-32b,slider_crank,gpt-4.1-mini,first,0,0,0
deepseek-r1-32b,slider_crank,gpt-4.1-mini,second,0,0,0
deepseek-r1-32b,slider_crank,gpt-4.1-mini,third,0,0,5
deepseek-r1-32b,slider_crank,gpt-4.1-nano,first,20,,
deepseek-r1-32b,slider_crank,gpt-4.1-nano,second,10,,
deepseek-r1-32b,slider_crank,gpt-4.1-nano,third,20,78,
deepseek-r1-32b,slider_crank,gpt-4o-mini,first,5,4,10
deepseek-r1-32b,slider_crank,gpt-4o-mini,second,0,30,9
deepseek-r1-32b,slider_crank,gpt-4o-mini,third,0,0,9
deepseek-r1-32b,tablecloth,first,0,5,9
deepseek-r1-32b,tablecloth,second,10,2,9
deepseek-r1-32b,tablecloth,third,10,,
deepseek-r1-32b,tablecloth,gpt-4.1-mini,first,0,0,9
deepseek-r1-32b,tablecloth,gpt-4.1-mini,second,0,0,9
deepseek-r1-32b,tablecloth,gpt-4.1-mini,third,0,,0
deepseek-r1-32b,tablecloth,gpt-4.1-nano,first,20,0,
deepseek-r1-32b,tablecloth,gpt-4.1-nano,second,20,3,
deepseek-r1-32b,tablecloth,gpt-4.1-nano,third,40,0,
deepseek-r1-32b,tablecloth,gpt-4o-mini,first,10,0,9
deepseek-r1-32b,tablecloth,gpt-4o-mini,second,0,2,
deepseek-r1-32b,tablecloth,gpt-4o-mini,third,0,1,10
deepseek-r1-32b,turtlebot,first,0,4,
deepseek-r1-32b,turtlebot,second,0,,9
deepseek-r1-32b,turtlebot,third,0,0,
deepseek-r1-32b,turtlebot,gpt-4.1-mini,first,0,0,0
deepseek-r1-32b,turtlebot,gpt-4.1-mini,second,0,50,0
deepseek-r1-32b,turtlebot,gpt-4.1-mini,third,0,0,0
deepseek-r1-32b,turtlebot,gpt-4.1-nano,first,10,6,
deepseek-r1-32b,turtlebot,gpt-4.1-nano,second,20,4,
deepseek-r1-32b,turtlebot,gpt-4.1-nano,third,20,,
deepseek-r1-32b,turtlebot,gpt-4o-mini,first,10,2,10
deepseek-r1-32b,turtlebot,gpt-4o-mini,second,10,,10
deepseek-r1-32b,turtlebot,gpt-4o-mini,third,10,4,
deepseek-r1-32b,uazbus,first,10,0,8
deepseek-r1-32b,uazbus,second,0,2,
deepseek-r1-32b,uazbus,third,0,4,10
deepseek-r1-32b,uazbus,gpt-4.1-mini,first,0,0,
deepseek-r1-32b,uazbus,gpt-4.1-mini,second,0,0,10
deepseek-r1-32b,uazbus,gpt-4.1-mini,third,0,0,0
deepseek-r1-32b,uazbus,gpt-4.1-nano,first,20,4,
deepseek-r1-32b,uazbus,gpt-4.1-nano,second,20,81,
deepseek-r1-32b,uazbus,gpt-4.1-nano,third,10,3,
deepseek-r1-32b,uazbus,gpt-4o-mini,first,0,3,10
deepseek-r1-32b,uazbus,gpt-4o-mini,second,0,90,9
deepseek-r1-32b,uazbus,gpt-4o-mini,third,10,0,9
deepseek-r1-32b,vehros,first,10,8,9
deepseek-r1-32b,vehros,second,0,0,
deepseek-r1-32b,vehros,third,10,19,10
deepseek-r1-32b,vehros,gpt-4.1-mini,first,0,0,0
deepseek-r1-32b,vehros,gpt-4.1-mini,second,0,0,0
deepseek-r1-32b,vehros,gpt-4.1-mini,third,0,0,10
deepseek-r1-32b,vehros,gpt-4.1-nano,first,10,1,
deepseek-r1-32b,vehros,gpt-4.1-nano,second,20,,1
deepseek-r1-32b,vehros,gpt-4.1-nano,third,35,0,
deepseek-r1-32b,vehros,gpt-4o-mini,first,10,4,10
deepseek-r1-32b,vehros,gpt-4o-mini,second,10,5,9
deepseek-r1-32b,vehros,gpt-4o-mini,third,5,5,
deepseek-r1-32b,veh_app,first,10,9,
deepseek-r1-32b,veh_app,second,0,3,9
deepseek-r1-32b,veh_app,third,10,25,9
deepseek-r1-32b,veh_app,gpt-4.1-mini,first,0,,0
deepseek-r1-32b,veh_app,gpt-4.1-mini,second,0,,0
deepseek-r1-32b,veh_app,gpt-4.1-mini,third,0,0,0
deepseek-r1-32b,veh_app,gpt-4.1-nano,first,10,89,
deepseek-r1-32b,veh_app,gpt-4.1-nano,second,20,91,
deepseek-r1-32b,veh_app,gpt-4.1-nano,third,10,5,
deepseek-r1-32b,veh_app,gpt-4o-mini,first,10,0,
deepseek-r1-32b,veh_app,gpt-4o-mini,second,10,2,9
deepseek-r1-32b,veh_app,gpt-4o-mini,third,0,3,
deepseek-r1-32b,viper,first,10,0,8
deepseek-r1-32b,viper,second,5,2,9
deepseek-r1-32b,viper,third,0,0,10
deepseek-r1-32b,viper,gpt-4.1-mini,first,0,0,0
deepseek-r1-32b,viper,gpt-4.1-mini,second,0,0,
deepseek-r1-32b,viper,gpt-4.1-mini,third,0,0,5
deepseek-r1-32b,viper,gpt-4.1-nano,first,15,,
deepseek-r1-32b,viper,gpt-4.1-nano,second,20,74,
deepseek-r1-32b,viper,gpt-4.1-nano,third,20,4,
deepseek-r1-32b,viper,gpt-4o-mini,first,10,0,9
deepseek-r1-32b,viper,gpt-4o-mini,second,10,0,10
deepseek-r1-32b,viper,gpt-4o-mini,third,0,3,9
deepseek-r1-8b,art,first,0,1,
deepseek-r1-8b,art,second,0,25,9
deepseek-r1-8b,art,third,10,,10
deepseek-r1-8b,art,gpt-4.1-mini,first,0,0,0
deepseek-r1-8b,art,gpt-4.1-mini,second,0,,0
deepseek-r1-8b,art,gpt-4.1-mini,third,0,0,
deepseek-r1-8b,art,gpt-4.1-nano,first,10,3,
deepseek-r1-8b,art,gpt-4.1-nano,second,30,3,
deepseek-r1-8b,art,gpt-4.1-nano,third,15,5,
deepseek-r1-8b,art,gpt-4o-mini,first,10,2,9
deepseek-r1-8b,art,gpt-4o-mini,second,10,2,
deepseek-r1-8b,art,gpt-4o-mini,third,0,3,10
deepseek-r1-8b,beam,first,10,4,9
deepseek-r1-8b,beam,second,0,,9
deepseek-r1-8b,beam,third,0,,10
deepseek-r1-8b,beam,gpt-4.1-mini,first,0,0,0
deepseek-r1-8b,beam,gpt-4.1-mini,second,0,,10
deepseek-r1-8b,beam,gpt-4.1-mini,third,0,,0
deepseek-r1-8b,beam,gpt-4.1-nano,first,10,,
deepseek-r1-8b,beam,gpt-4.1-nano,second,20,50,
deepseek-r1-8b,beam,gpt-4.1-nano,third,10,0,
deepseek-r1-8b,beam,gpt-4o-mini,first,0,2,10
deepseek-r1-8b,beam,gpt-4o-mini,second,0,0,10
deepseek-r1-8b,beam,gpt-4o-mini,third,10,1,10
deepseek-r1-8b,buckling,first,0,8,
deepseek-r1-8b,buckling,second,10,7,9
deepseek-r1-8b,buckling,third,10,52,10
deepseek-r1-8b,buckling,gpt-4.1-mini,first,0,0,0
deepseek-r1-8b,buckling,gpt-4.1-mini,second,0,0,9
deepseek-r1-8b,buckling,gpt-4.1-mini,third,0,0,
deepseek-r1-8b,buckling,gpt-4.1-nano,first,10,,
deepseek-r1-8b,buckling,gpt-4.1-nano,second,20,,
deepseek-r1-8b,buckling,gpt-4.1-nano,third,20,,
deepseek-r1-8b,buckling,gpt-4o-mini,first,0,5,8
deepseek-r1-8b,buckling,gpt-4o-mini,second,0,,
deepseek-r1-8b,buckling,gpt-4o-mini,third,10,3,9
deepseek-r1-8b,cable,first,0,0,9
deepseek-r1-8b,cable,second,0,,9
deepseek-r1-8b,cable,third,10,,8
deepseek-r1-8b,cable,gpt-4.1-mini,first,0,,7
deepseek-r1-8b,cable,gpt-4.1-mini,second,0,0,9
deepseek-r1-8b,cable,gpt-4.1-mini,third,0,0,
deepseek-r1-8b,cable,gpt-4.1-nano,first,10,,
deepseek-r1-8b,cable,gpt-4.1-nano,second,10,4,
deepseek-r1-8b,cable,gpt-4.1-nano,third,10,5,
deepseek-r1-8b,cable,gpt-4o-mini,first,10,2,10
deepseek-r1-8b,cable,gpt-4o-mini,second,10,7,10
deepseek-r1-8b,cable,gpt-4o-mini,third,0,2,
deepseek-r1-8b,camera,first,10,3,
deepseek-r1-8b,camera,second,0,4,6
deepseek-r1-8b,camera,third,0,2,
deepseek-r1-8b,camera,gpt-4.1-mini,first,0,0,
deepseek-r1-8b,camera,gpt-4.1-mini,second,0,0,9
deepseek-r1-8b,camera,gpt-4.1-mini,third,0,0,9
deepseek-r1-8b,camera,gpt-4.1-nano,first,10,81,
deepseek-r1-8b,camera,gpt-4.1-nano,second,20,1,
deepseek-r1-8b,camera,gpt-4.1-nano,third,10,85,
deepseek-r1-8b,camera,gpt-4o-mini,first,5,1,
deepseek-r1-8b,camera,gpt-4o-mini,second,0,2,7
deepseek-r1-8b,camera,gpt-4o-mini,third,0,0,7
deepseek-r1-8b,citybus,first,0,,48
deepseek-r1-8b,citybus,second,0,2,9
deepseek-r1-8b,citybus,third,10,3,9
deepseek-r1-8b,citybus,gpt-4.1-mini,first,0,0,0
deepseek-r1-8b,citybus,gpt-4.1-mini,second,0,,
deepseek-r1-8b,citybus,gpt-4.1-mini,third,0,,0
deepseek-r1-8b,citybus,gpt-4.1-nano,first,20,8,
deepseek-r1-8b,citybus,gpt-4.1-nano,second,20,,
deepseek-r1-8b,citybus,gpt-4.1-nano,third,10,3,
deepseek-r1-8b,citybus,gpt-4o-mini,first,0,1,
deepseek-r1-8b,citybus,gpt-4o-mini,second,0,15,9
deepseek-r1-8b,citybus,gpt-4o-mini,third,10,6,9
deepseek-r1-8b,curiosity,first,10,0,9
deepseek-r1-8b,curiosity,second,10,1,10
deepseek-r1-8b,curiosity,third,20,,
deepseek-r1-8b,curiosity,gpt-4.1-mini,first,0,0,0
deepseek-r1-8b,curiosity,gpt-4.1-mini,second,0,0,10
deepseek-r1-8b,curiosity,gpt-4.1-mini,third,0,0,10
deepseek-r1-8b,curiosity,gpt-4.1-nano,first,20,0,
deepseek-r1-8b,curiosity,gpt-4.1-nano,second,20,0,
deepseek-r1-8b,curiosity,gpt-4.1-nano,third,10,2,
deepseek-r1-8b,curiosity,gpt-4o-mini,first,0,3,8
deepseek-r1-8b,curiosity,gpt-4o-mini,second,0,0,10
deepseek-r1-8b,curiosity,gpt-4o-mini,third,20,2,9
deepseek-r1-8b,feda,first,10,3,9
deepseek-r1-8b,feda,second,0,35,9
deepseek-r1-8b,feda,third,0,3,9
deepseek-r1-8b,feda,gpt-4.1-mini,first,0,,
deepseek-r1-8b,feda,gpt-4.1-mini,second,0,,
deepseek-r1-8b,feda,gpt-4.1-mini,third,0,0,5
deepseek-r1-8b,feda,gpt-4.1-nano,first,10,,
deepseek-r1-8b,feda,gpt-4.1-nano,second,10,7,
deepseek-r1-8b,feda,gpt-4.1-nano,third,20,0,
deepseek-r1-8b,feda,gpt-4o-mini,first,0,,9
deepseek-r1-8b,feda,gpt-4o-mini,second,10,8,9
deepseek-r1-8b,feda,gpt-4o-mini,third,0,1,9
deepseek-r1-8b,gator,first,0,57,
deepseek-r1-8b,gator,second,0,4,9
deepseek-r1-8b,gator,third,10,,10
deepseek-r1-8b,gator,gpt-4.1-mini,first,0,0,0
deepseek-r1-8b,gator,gpt-4.1-mini,second,0,0,0
deepseek-r1-8b,gator,gpt-4.1-mini,third,0,0,
deepseek-r1-8b,gator,gpt-4.1-nano,first,10,4,
deepseek-r1-8b,gator,gpt-4.1-nano,second,20,,
deepseek-r1-8b,gator,gpt-4.1-nano,third,20,,
deepseek-r1-8b,gator,gpt-4o-mini,first,10,,9
deepseek-r1-8b,gator,gpt-4o-mini,second,5,60,
deepseek-r1-8b,gator,gpt-4o-mini,third,10,5,8
deepseek-r1-8b,gear,first,0,5,
deepseek-r1-8b,gear,second,0,7,9
deepseek-r1-8b,gear,third,0,2,
deepseek-r1-8b,gear,gpt-4.1-mini,first,0,0,10
deepseek-r1-8b,gear,gpt-4.1-mini,second,0,,0
deepseek-r1-8b,gear,gpt-4.1-mini,third,0,0,0
deepseek-r1-8b,gear,gpt-4.1-nano,first,10,4,
deepseek-r1-8b,gear,gpt-4.1-nano,second,10,2,
deepseek-r1-8b,gear,gpt-4.1-nano,third,20,4,
deepseek-r1-8b,gear,gpt-4o-mini,first,0,3,8
deepseek-r1-8b,gear,gpt-4o-mini,second,10,3,
deepseek-r1-8b,gear,gpt-4o-mini,third,0,8,9
deepseek-r1-8b,gps_imu,first,0,50,9
deepseek-r1-8b,gps_imu,second,0,0,9
deepseek-r1-8b,gps_imu,third,10,5,10
deepseek-r1-8b,gps_imu,gpt-4.1-mini,first,0,0,0
deepseek-r1-8b,gps_imu,gpt-4.1-mini,second,0,0,0
deepseek-r1-8b,gps_imu,gpt-4.1-mini,third,0,0,10
deepseek-r1-8b,gps_imu,gpt-4.1-nano,first,20,7,
deepseek-r1-8b,gps_imu,gpt-4.1-nano,second,35,2,
deepseek-r1-8b,gps_imu,gpt-4.1-nano,third,10,,
deepseek-r1-8b,gps_imu,gpt-4o-mini,first,0,3,9
deepseek-r1-8b,gps_imu,gpt-4o-mini,second,0,,9
deepseek-r1-8b,gps_imu,gpt-4o-mini,third,0,7,10
